"Name","id"
Henry Harland,882
Henry Harris,2368
Henry Hipsley,2698
Henry Hotze,989
Henry Hoyle Howorth,1000
Henry Hoyte Winwood,2217
Henry Hudson,1004
Henry Hunt,2388
Henry James Bolding,207
Henry James Castle,368
Henry James Johnson,1074
Henry James Paine,1538
Henry John Adams,6
Henry John Turner,2071
Henry Johnson,1073
Henry Jules Blanc,195
Henry King Spark,1909
Henry Knight,2515
Henry Leighton,1190
Henry Lonsdale,1226
Henry Matthews,1306
Henry Miegoe,3203
Henry Moreing,3214
Henry Moreton Johnson,1075
Henry Muirhead,1440
Henry N Lay,1172
Henry Norsworthy,1501
Henry Pratt,1626
Henry R Schoolcraft,1801
Henry Raikes,1660
Henry Rawlinson,1674
Henry Reginald Moore,1399
Henry Richardson,2434
Henry Robarts,3279
Henry Rochdale King,3152
Henry Rowland Ellison Grey,832
Henry Rudall,1756
Henry Russell,2445
Henry S Boase,201
Henry Sewell,1824
Henry Southey,1907
Henry Stanhope Freeman,739
Henry Sterry,2468
Henry Stretton,1967
Henry Syer Cuming,509
Henry Thorowgood Barnes,107
Henry Tuckett,3367
Henry Valentine Crassweller,487
Henry Vignaud,2096
Henry Walter Barlow,105
Henry Walter Bellew,156
Henry Webster,2149
Henry Whitfeld,2172
Henry Wilberforce Clarke,412
Henry Willan Jackson,1044
Henry William (1) Jackson,1045
Henry William Newton,1481
Henry William Wickes,2175
Henry Williams,2191
Henry jun Prigg,1639
Herbert Taylor Ussher,2085
Herman Quinius,3261
Hermann Beigel,145
Hermann Burmeister,314
Hermann Schaaffhausen,1790
Hermann Welcker,2152
Hermann de Schlagintweit,1797
Hertfordshire Natural History Society,121
Hervy Masterson,1304
Hippolyte-Jean Gosse,804
Historic Society of Lancashire and Cheshire,142
Historical Institute,41
Hodder Michael Westropp,2159
Holland,57
Holmes Coote,466
Homerton Smith,3308
Hong Kong,11
Horace Swete,1980
Horace William Petherick,1589
Horatio Gay James,1052
Horatio Love,1229
Horman S Fisher,3048
Horticultural Society of Ulverstone,226
Hugh J C Beavan,139
Hugh R Semper,1822
Hugh Welch Diamond,571
Hugo Mavesyn Chadwick,376
Hull Literary and Philosophical Society,83
Hull Terrell,3353
Humfrey Sandwith,1782
Hungarian Academy of Sciences,229
Hungary,56
Hyacinthe Ronay,1739
Hyde Clarke,413
Hyde Pullen,1646
I Davie,543
Imperial Academy of Dresden,48
Imperial Academy of Medicine of France,161
Imperial Leopoldino Carolina Academia Naturae Curiosum,146
India,7
Indian Club,67
Indian Reform Association,114
Institut d'Afrique a Paris,43
Institute of Actuaries,153
Institute of France,98
Institute of Mining Engineers,140
Institution of Mechanical Engineers,261
Iraq,54
Ireland,12
Irwin Edward Bainbridge Cox,482
Isaac Brown,2303
Isaac Byerley,323
Isaac Hadwen,2366
Isaac Lyon Goldsmid,796
Isaac Pitt,2775
Isaac Reckitt,2783
Isaac Robson,2793
Isaac Wilson,2505
Isabella Harris,3100
Isabella Lister,2730
Isidor Kopernicki,1135
Isidore Ascher,56
Israel,47
Italy,30
J  Beete Jukes,1092
J  Cave Browne,292
J  Charlton Parr,1550
J  Clayfield Ireland,1036
J  Daniel Moore,1400
J  Dormer Neale,1470
J  Dyce Nicol,1491
J  Eglinton Seaman,1816
J  Hughlings Jackson,1046
J  Jermyn Cowell,479
J  Macrae Moir,1387
J  Marrion Sims,1861
J  McGregor Croft,499
J  McGrigor Allan,26
J  Passmore Edwards,645
J  Pryce Jones,1081
J  Ranald Martin,1293
J  S  Stuart Glennie,788
J  Spotswood Wilson,2207
J  T Thresh,2036
J  Valentine Smedley,1871
J  William Warden,2131
J A Sanders,2447
J A Symonds,1987
J A W Harper,885
J Alexander,2892
J Allen,2895
J B Cook,2993
J B Cooke,2996
J B Mirrlees,1373
J B Teesdale,3352
J Backhouse,2913
J Binyon,2294
J Blunsom,2585
J Booth,2944
J Bradley,2950
J Buckland,2958
J C  Hope Johnstone,1077
J C Griffiths,840
J C Murray,1451
J Cooper,2997
J Cudworth,2640
J D V Packman,1535
J Dennis,3013
J Doubleday,2648
J E  Eardley Wilmot,2200
J E Backhouse,2914
J E Baker,2559
J E Drake,3026
J E Lury,2741
J E Pritchett,3258
J E Rutter,3289
J F Burgess,2602
J F Polk,3244
J Farnworth,3044
J G Baker,2920
J G Faught,687
J G Fox,2661
J G S Lefevre,1184
J G Sylvester,1985
J Gaus,768
J Gillett,2355
J Gilpin,2357
J Gurney Barclay,2565
J H Blackwell,192
J H Cotterell,2627
J H Elliott,656
J H Knight,2727
J H Sunman,3349
J H Tredgold,3366
J H Tuke,2854
J Hillier,952
J Holdsworth,2700
J Holen,3118
J Hopkins,2382
J Horne Payne,3232
J Hurnard,2390
J J C Valpy,2088
J J Freeman,3061
J J Packer,2759
J J Stitt,3335
J J Sylvester,1986
J Jefry,3139
J Jun Read,2432
J K Lord,1228
J Kaines,1093
J Knowles,3154
J L Knapp,1129
J L O'Sullivan,1513
J L Stevens,2828
J L Thomas,2020
J Langlands,1156
J Lawson,1170
J M C Mills,1365
J M Crolly,501
J M Dorking,3021
J M Peebles,1572
J M Sparkes,2823
J M Stephens,3328
J Mackrell,1262
J Middleton,1354
J Moffatt,3207
J Monro,1392
J Mounsey,3222
J Muir,1439
J Natterier,3225
J P Baker,93
J P Morris,1421
J P Smith,3309
J P Sutherland,1973
J Pears,2425
J Pell,3238
J R Duggan,618
J R Gregory,829
J R Langley,1158
J R Logan,1221
J R Neville,1474
J R Pumphrey,3260
J R Wevill,2161
J Roberts,1713
J Robinson,1725
J Rooke,2440
J S Banbury,2922
J S Brickwood,263
J S Robson,2794
J W  (1) Kaye,1098
J W  (2) Kaye,1099
J W  Conrad Cox,483
J W C Clothier,2988
J W Holgate,973
J W Jackson,1047
J W Lukis,1239
J W Parker,1546
J W Sully,3346
J W Tuke,3369
J W Walton,2125
J W Wood,2227
J Whitby,3391
Jabez Spence Ramskill,1668
Jacob Boys,242
Jacob Epstein,663
Jacob Ludwig Dohne,587
Jacob Post,2776
Jakob Moleschott,1388
Jamaica,34
James (1) Backhouse,81
James (1) Fischer,701
James (1) Kennedy,1105
James A Youl,2255
James Adlard,2887
James Aitken Meigs,1343
James Alfred Wanklyn,2127
James Anderson Rose,1741
James Ashbury,58
James Augustus St John,1929
James Bain,90
James Bainbridge Baxter,128
James Baker,2560
James Bell,151
James Bertram Sparhawk,1908
James Bird,182
James Bischoff,185
James Bonsor,219
James Bonwick,220
James Booth,2945
James Bowden,2511
James Bracher,2590
James Brady,250
James Brebner,259
James Brooke,277
James Buckman,302
James Butler,321
James C Proctor,1643
James Cadbury,2608
James Campbell,343
James Cash,2970
James Champley,382
James Charleton,2619
James Clark,410
James Clark (2),2623
James Coke,437
James Cotter Morison,1414
James Cowles Prichard,1634
James Coxe,485
James Coxen,3000
James Coxon Richardson,1696
James Cropper,2631
James Davis,3010
James Douglas,3023
James Dowie,593
James E Veale,2490
James Ellis,658
James Emerson Tennent,2015
James F Draper,603
James Firm,700
James Gingell,2358
James Gowans,807
James Graham Churcher,405
James Guthrie,856
James H Moore,1401
James Harnard,3098
James Hastie,901
James Henry Skene,1866
James Hepburn,931
James Heywood,941
James Higgin,942
James Hills,2377
James Holland,975
James Holmes Morrison,1424
James Hope,985
James Hunt,1014
James J Waring,2133
James Jones,1082
James Joseph Stainton,1934
James Jun Backhouse,2557
James Kay Shuttleworth,1850
James Kernahan,1108
James L Lobley,1217
James Lawrence,3157
James Lewis,1201
James Mathieson,1305
James McClelland,1326
James McCraith,1329
James McCrevey,1330
James Meek,3200
James Oliff Griffits,842
James Penn Harris,890
James Perrin,1580
James Pinnock,1608
James Rae,1658
James Ransome,2429
James Rawson,1675
James Read,3270
James Reddie,1680
James Roberts Brown,287
James Rome,1738
James Ronaldson Handyside,872
James Russell,1765
James Sandale,1777
James Sanderson Thomas,3355
James Sessions,2806
James Silk Buckingham,300
James Simpson,1859
James Smyth,1895
James Strathern,1965
James Sydney Walker,2117
James T Foster,3055
James T J Doyle,600
James T White,2166
James Talbot de Malahide,1993
James Tanner,1994
James Tonnere,2049
James Turle,2070
James Walker,2116
James Wells,2498
James Wentworth Buller,304
James Whishaw,2163
James William Fleming,711
James William Glass,784
James Wilson,2208
James Wodderspoon,2221
James Wood,2228
James Wood Mason,1300
James Wyld,2248
James Yates,3417
James Yearsley,2253
"James, jun Rock",1728
Jan Tzatzoe,3371
Jane Cocks,2991
Jane Harris,3101
Jane Reynolds,2785
Japan,9
Japetus Steenstrup,1943
Java,73
Jean Baptiste Julien D'Omalius d'Halloy,519
Jean-Francois Caplin,352
Jeffrey Lucas,2736
Jeffries Wyman,2250
Jemima Swan,2836
Jennings Holgate,974
Jens Jacob Asmussen Worsaae,2237
Jeremiah Bryant,2957
Jeremiah Cross,2635
Jesse Conway Davies,545
Jew,3
Joel Emanuel,662
Johan Muller,1444
Johann Constantin August Lucae,1236
Johann Franz ('Julius') Haast,857
Johann Georg Hahn,858
Johann Karl Eduard Buschmann,317
John  Wheeldon Barnes,108
John (1) Cleghorn,420
John (1) Collinson,455
John (1) Hunt,1015
John (1) Moore,1402
John (1) Murray,1453
John (1) Scott,1809
John (1) Williams,2193
John (2) Cleghorn,421
John (2) Hunt,1016
John (2) Martin,1295
John (2) Moore,1403
John (2) Murray,1454
John (2) Scott,1810
John (2) Williams,2194
John Alcard,2891
John Alfred Lush,1242
John Allen,2896
John Allen Brown,289
John Anderson,36
John Arch,2268
John Ashbury,59
John Atcherley,64
John B Fletcher,712
John B Pease,2767
John B Whitehead,2169
John Bagehot,83
John Bailey,87
John Bailey (2),88
John Baker,94
John Baker Hopkins,986
John Banim,2924
John Bannister,100
John Barclay,2519
John Barton Hack,2684
John Baynes,2573
John Beaumont,2574
John Bell,2523
John Bell (2),152
John Bellerby,2935
John Benn Ormathwaite,1522
John Bennett,165
John Beswick Perrin,1581
John Bilderbeck,178
John Bowring,237
John Briggs,265
John Brinton,267
John Brown,288
John Budge,2959
John Burford Carlill,356
John Burgess,2962
John Burnett,2964
John C Isaac,2391
John Calman,332
John Camden Hotten,988
John Candlish,2968
John Cassell,365
John Cavafy,372
John Church Backhouse,2558
John Clarke,414
John Clayton,2987
John Cleland,422
John Clendinning,424
John Colam,438
John Congreve,458
John Conolly,459
John Crawfurd,492
John Cropper,2632
John Cuthbert,514
John D Appleton,2549
John D Bassett,2572
John Daniel Poole,1614
John Davidson,542
John Dingle,582
John Dinham,3017
John Dodshon,2324
John Donaldson,589
John Downes Owens,1534
John Drummond,607
John E Erichsen,664
John E Harvey,899
John E Smyth,1896
John E Wilson,2875
John Edward Lee,1180
John Edwards,646
John Edwin Mayall,1317
John Elder,652
John Ellerton,654
John Ellis,3034
John Elphinstone,660
John Epps,3036
John Evans,672
John F Rutter,2800
John Fairbarn,3041
John Fell,2335
John Ferguson McLennan,1334
John Fergusson,694
John Fletcher Owen,1530
John Folhurst,717
John Forbes Robertson,1719
John Ford,2340
John Foulger,3057
John Frederick Collingwood,452
John Frederick McNair,1336
John Friend,744
John Gardiner,758
John Gardner Wilkinson,2184
John Garrett,3068
John Gayner,2665
John George Clunies Ross,1745
John George Davey,541
John George Musgrave,1455
John George Taylor,2006
John George Wood,2229
John Gillett,2356
John Good,2359
John Gould,805
John Grattan,813
John Gray Macfarlane,1251
John Grayling,815
John Green,2362
John Griffith,837
John Grover,845
John Gunn,850
John Gurney,2679
John Halcro,3089
John Hall,3090
John Hamilton,2530
John Harcourt Brown,290
John Harford,2690
John Harford (2),3096
John Harlock,2693
John Harris,3102
John Harvey,898
John Hastings,902
John Hawley Glover,789
John Hay,908
John Heaton,919
John Henry Biddles,176
John Henry Challis,377
John Henry Gurney,853
John Henry Rivett-Carnac,1708
John Herschell,2695
John Hillier Blount,199
John Hills,2378
John Hodgkin,2699
John Horniman,2706
John Huntley,2714
John Inglis,1030
John Ivatt Briscoe,2954
John James,2392
John James Stulz,3342
John James Sturtz,3345
John James Sturz,1972
John Jarold,3132
John Jarratt,1056
John Jones,1083
John Joseph Shillinglaw,1844
John Jowett,2724
John Jun Dickinson,574
John Jun Jowett,2396
John Jun Williams,2501
John King,2398
John King Watts,2144
John Kitching,2536
John Lancaster,1148
John Langdon H Down,594
John Lawrence,1168
John Lee,2403
John Lee (2),1179
John Leigh Wilson,2209
John Lister,1206
John Lister Foster,3056
John Lubbock,1235
John M  (or H ) Middleton,1355
John M Albright,2544
John M Candler,2610
John Macartney,1248
John Mackenzie,1253
John Magens Mello,1344
John Marmaduke Stourton,1961
John Marsh,2415
John Mason Hepworth,933
John Mayfield,2749
John McCormick,1327
John McDonnell,1331
John Medd,1340
John Mill,1359
John Miller,1361
John Moody,1396
John Moore Jeffcott,1057
John Morgan,1409
John Morland,2751
John Morris,1422
John Morrison,2420
John Mortimer,1428
John Murray,1452
John Nottingham,1505
John O'Connell Byrne,326
John Olliver,3228
John Parnell,1549
John Payne Collier,449
John Pease,2766
John Peede Segrave Carington Nicholson,1488
John Peiser,1574
John Peter Boileau,206
John Peter Gassiot,766
John Plant,1609
John Platts,1610
John Priestman,2428
John Pryor,2780
John R Seekings,2805
John Radcliffe,1656
John Ramsay,1666
John Rand,3264
John Richmond Cuthbert,515
John Rickman,2787
John Robbins,1709
John Robert Mortimer,1429
John Rogers,1734
John Ross,1744
John Rowntree,2797
John Ruskin,1762
John Ryan,1770
John S Beale,131
John S Mayson,1321
John S Rowntree,2442
John S Shewell,3301
John Sanderson,2540
John Saunders,3291
John Scouler,1815
John Sherrard Coleman,446
John Shortt,1846
John Smith,1881
John Smith Burke,312
John Spencer Noldwritt,1499
John Stanley,1937
John Stansfield,2825
John Stanton,1939
John Stevens,2470
John Stevenson,1950
John Stirling,1955
John Stone,3337
John Stothert Bartrum,118
John Strachan,1962
John T Grace,3076
John T Shewell,2814
John Taylor,2005
John Tennant,2014
John Thomas Barry,2521
John Thomson,2033
John Thrupp,2037
John Thurnam,2039
John Tolhurst,2046
John Towers,2053
John Turner,2072
John Twiner,2076
John Underwood,2083
John Ussher,2086
John W Wilkins,2182
John Wadge,2862
John Warner,2493
John Washington,3386
John Waterhouse,2141
John Webster,2150
John Whiting,2872
John Wiblin,2873
John Wickham Flower,716
John Wilkins Williams,2195
John William Studart,1970
John William Willoughby Osborne,1525
John Williams,3396
John Young,3418
John Zachariah Laurence,1162
John jun Cock,435
John jun Dickinson,573
John jun Smyth,1897
John junr De Horne,559
Johnson Club,29
Jonas B Hewitt,939
Jonas Daniel Vaughan,2091
Jonathan Backhouse,2280
Jonathan Barrett,2567
Jonathan Burtt,2605
Jonathan Gillett,2670
Jonathan Hutchinson,1021
Jonathan Rees,2784
Jonathan Rigg,1703
Jonathan S Pidgeon,1601
Jonathan Sparrow Crowley,504
Jonathan Thorpe,3360
Jonathan W Elmes,659
Jonathan Walker,2491
Jones Lamprey,1147
Josef Anton Maximilian Perty,1587
Josef Hyrtl,1025
Joseph Agnew,15
Joseph Anderson,37
Joseph Armistead,2551
Joseph B Braithwaite,2593
Joseph Bosworth,224
Joseph Cash,2612
Joseph Charles King,1115
Joseph Clark,2624
Joseph Clarke,2985
Joseph Cooper,2315
Joseph Crosfield,2633
Joseph Crosland,2317
Joseph Eaton,2650
Joseph F Spence,2465
Joseph Farden,2334
Joseph Fletcher,713
Joseph Gibbens,2348
Joseph Gill,779
Joseph Gillett,3073
Joseph Hardman Worrall,2236
Joseph Henry,929
Joseph Henry Barr,111
Joseph Hooker,982
Joseph Hudson,2713
Joseph Huntley,2715
Joseph Ince,1028
Joseph J Smith,1882
Joseph James Forrester,723
Joseph Jarvis,3134
Joseph Johnson,3141
Joseph Law,1164
Joseph Legg Postlethwaite,1622
Joseph Leidy,1189
Joseph Lister,1207
Joseph Mason,1301
Joseph Mayer,1318
Joseph Milligan,1362
Joseph Moore,1404
Joseph Mosheimer,1430
Joseph Mosley,3218
Joseph Mottley,3221
Joseph Mould,1437
Joseph Neatby,2538
Joseph Norman Lockyer,1219
Joseph Pease,2768
Joseph Prestwich,1628
Joseph R Procter,3259
Joseph R Wilton,3401
Joseph Rickerby,1698
Joseph Rosling,2795
Joseph Rowntree,2443
Joseph Sams,2446
Joseph Sewell,2811
Joseph Sharples,2813
Joseph Shepherd,1840
Joseph Shewell,2541
Joseph Sister,1864
Joseph Sterry,2826
Joseph Stevens,1948
Joseph Sturge,2513
Joseph Sturge (Mrs),2471
Joseph T Price,2777
Joseph Talwin Foster,2529
Joseph Tatton Russell Groves,847
Joseph Thompson,2025
Joseph Waite,3376
Joseph Whitwell Pease,2769
Joseph William Eastwood,640
Joseph Wilson,2506
Joseph Wontner,3405
Joseph jun Cowen,480
Josephina Rickman,2788
Joshua Brown,2304
Joshua Edward Killick,1111
Joshua Fardon,3043
Joshua Ransome,3266
Joshua Treffry,2845
Joshua Walmsley,2122
Joshua Wilson,2876
Josiah Clark Nott,1504
Josiah Forster,2526
Josiah Grace,2360
Josiah Hannam,3093
Josiah Merrick,2750
Josiah Newman,2753
Josiah Thompson,2481
Josiah Waites,3377
Jules Desnoyers,568
Jules Malpet,3183
Jules Mampet,3184
Julio Vizcarrondi,2099
Julius Sperling,3317
Junior Athenaeum Club,7
Junior Carlton Club,10
Junior Garrick Club,53
Junior United Service Club,47
Justin Shiel,1843
K Mackenzie,1254
Karl Bogislaus Reichert,1683
Karl Friedrich Nordmann,1500
Karl Georg Friedrich Rudolf Leuckart,1196
Kennedy Erskine,668
Kenneth Robert Henderson Mackenzie,1255
Kent Archaeological Society,144
King John Parr,1551
Kirkman Daniel Hodgson,969
L  Doake Hill,949
L A Chamerovzov,2972
L Braithwaite,2302
L Bridgland,2952
L E Threlkeld,2035
L Squire,2466
LAS,5
Laggan Grant,3079
Lambert Adolphe Jacques Quetelet,1654
Lauchlan Mackinnon,1258
Laurence Oliphant,1518
Lawson Tait,1991
Le Grand Jacob,1049
Leeds Philosophical and Literary Society,213
Leitch Ritchie,2439
Leonard Jenyns LATER Blomefield,1064
Leonard Sedgwick,2451
Leone Levi,3161
Leopold Ferny,695
Lepel Griffin,836
Lestock Robert Reid,1684
Levi Wood,3407
Levi Wood (2),3408
Lewis F Bellot,159
Libya,39
Lindsay Brine,266
Linnean Society of London,16
Linnean Society of New South Wales,175
Lionel John Beale,132
Literary and Philosophical Society of Liverpool,148
Literary and Philosophical Society of Newcastle,1476
Liverpool District Provident Society,182
Liverpool Literary and Philosophical Society of Liverpool,109
Logan H  D Russell,1766
London,1
London School of Phrenology,107
London Secular Society,69
London Spiritualist Alliance,156
London Topographical Society,216
London and Middlesex Archaeological Association,68
Lorenzo T C Price,1632
Louis Agassiz,12
Louis Leguay,1188
Louis Lucien Bonaparte,210
Louis Philippe d'Orleans Paris,1543
Louis Remy Mignot,1356
Louisa Wright,2510
Lucy Bradshaw,2591
Lucy Darby,2643
Lucy Ellen Sewall,1823
Lucy Westcombe,2867
Ludwig Buchner,299
Luigi Calori,333
Luke Burke,313
Luke Howard,2710
Luke Owen Pike,1603
Luke Smyth O'Connor,1510
Lydia Brown,2305
Lydia Harris,2369
Lydia Prideaux,2778
Lydia Sessions,2807
M A Hewitson,2697
M A Julien,3145
M Cabet,2967
M Cassin,2971
M Chamisso,2973
M De Beaumont,3011
M Des Barres,567
M Felix,3045
M Foster,729
M Grand Pierre,3077
M Grangeret de la Grange,3078
M H Henry,930
M H Martindale,3194
M Isambert,3129
M Moraes Sarmento,3213
M Ricardo,1690
M Ruppel,3287
M Sismondi,3302
M Stevens,3331
M T Baines,2918
M Thomas,3356
M Villerme,3374
M Warner,3384
M White,2167
M Wilks,3395
M de Gasparin,3070
M de Tocqueville,3362
Madagascar,80
Madeira,62
"Madras Club, Madras",56
Malaysia,42
Malcolm Lewin,1198
Malcolm Lewin (2),3162
Maldon Bell,2932
Malta,65
Manchester Anthropological Society,134
Manchester Club,42
Manchester Geological Society,240
Manchester Literary Club,61
Manchester Literary and Philosophical Society,108
Manchester Medical Society,176
Manchester Scientific Student's Association,82
Manockjee Cursetjee,512
Manx Society,222
Margaret Pope,3248
Maria Hooper,2381
Marie-Armand de Castera-Macaya D'Avezac,518
Marine Biological Association of the United Kingdom,38
Mark Anthony Lower,1232
Marlborough Club,3
Marriage Wallis,2864
Martha A Binyon,2581
Martha Cross,2636
Martha E Marshall,3188
Martha Fletcher,2339
Martha Hutchinson,2716
Martha Lucas,2737
Mary Ann Tatham,2474
Mary Bell,2933
Mary Cudworth,2641
Mary Elliott,3033
Mary Exton,2652
Mary Fell,2336
Mary Fox,3059
Mary Horsnail,2384
Mary Martindale,3195
Mary Overend,2423
Mary Sansom,2448
Mary Steevens,2467
Mary Stevenson,3333
Mary Waterhouse,2495
Mary Wheeler,3390
Matilda Rickman,2789
Matthew Conway Poole,1615
Matthew Henry Marsh,1283
Matthew Heslop,936
Matthew John Anketell,40
Matthew Jun Hutchinson,3125
Matthew Moggridge,1385
Matthew Paris,1544
Matthew Willis,2199
Maurice Philip Clifford,426
Mauritius,67
Maximilian Herz,935
Medical Society of London,5
Medical and Chirurgical Society of London,6
Medico Psychological Association,13
Metaphysical Society,124
Meteriological Society Scotland,245
Meteriological Society of France,246
Methodist,2
Mexico,27
Michael Cudmore Furnell,749
Micheal Scatterthwaite,2449
Michigan Historical Society,227
Microscopical Society of London,126
Midland Natural History Society,73
Modeliar P S Mootoosaumy,1407
Mohammed Rheire,3272
Moncure Daniel Conway,460
Montague Hawtrey,3106
Montgomery Campbell,345
Moore A Cuffe,506
Mordaunt Wells,2154
Morton Coates Fisher,706
Mountstuart Elphinstone,661
"Museum d'Histoire Naturel, Paris",188
N  Henry Stevens,1949
N D By G F Angas,2904
N G Mussabini,1457
N G Sperling,3318
N Jocelyn,3140
Natal Agricultural and Horticultural Society,210
Natal Society,212
Nathaniel Tregellis,2846
National Association for the Promotion of Social Sciences,112
National Association of Spiritualists of London,157
National Club,6
National Institution for Diseases of the Skin Edinburgh,186
National Secular Society,70
National Union of Conservative and Constitutional Associations,115
National Vaccine Establishment,225
Nationalist Club,16
Naval and Military Club,58
New Athenaeum Club,11
"New Club, Edinburgh",31
New England Historic Genealogical Society,84
New Reform Club,36
New Spalding Club,40
New Sydenham Society,231
New University Club,15
New York Dermatological Society,218
New York Historical Society,254
New York Institute for the Deaf and Dumb,255
New Zealand,17
Newbury and District Field Club,57
Newman Cash,2613
Newton Edward Jennings,1062
Nicaragua,35
Nicholas M Maxwell,1313
Nicholas Martindale,1299
Nicolai de Khanikof,1110
Nicolas Trubner,2063
North of England Institute of Mining and Mechanical Engineers,235
Northern Homeopathic Society,136
Norton Shaw,1836
Norway,38
Norwich and Norfolk Geological Society,127
Numismatic Society,113
O Moore,3211
Obstetrical Society of London,167
Octave Delepierre,560
Oliver Byrne,327
Oliver Ormerod,3231
Oluf Rygh,1771
Oriental Club,5
Ornithological Society,18
Osbourne Spurfield,3320
Oswald Bloomfield Howell,999
Oswald John Crawfurd,493
Ottiwell Charles Waterfield,2139
Otto Wucherer,2246
P  Francis Dart,534
P A Brady,251
P A Smith,3310
P B Brodie,274
P Burtt,2606
P Cook,2994
P Cudworth,3006
P Debell Tuckett,2850
P Du Ponceau,3027
P E Tuckett,3368
P H Chittenden,398
P H Newnham,1479
P Henderson,926
P L Simmonds,1854
P Lyne,3173
P Maerlen,3180
P Moire,3209
P O'Callaghan,1509
P Wright,3412
Palaeontographical Society,168
Palestine Exploration Fund,195
Pali Text Society,198
Panama,83
Paolo Gaddi,751
Pathological Society of London,3
Patrick Frederick Durham,634
Patrick Mair,3181
Patrick Montgomery,1394
Paul Belloni Du Chaillu,608
Paul Bevan,2579
Paul Gervais,773
Paul Vibraye,2095
Percy B St John,1930
Perronet Thompson,3357
Persia,70
Peru,69
Peter Bedford,2522
Peter Benson Maxwell,1314
Peter Christian Heldman,922
Peter Cormac Sutherland,1974
Peter Dickson,577
Peter Gardner,762
Peter Jones,3143
Peter Marshall,1286
Peter Martin,3190
Peter Martin Duncan,626
Peter O Whitehead,2170
Peter Sharp,1828
Peter Smith,1883
Peter Spence,1912
Philip Bourjeaurd,231
Philip Durant,3028
Philip Frith,2663
Philip Phoebus,1597
Philip Powys Lybbe Lybbe,1244
Philip Southby,1905
Phillip Kingsford,1120
Phillip Sewell,2812
Phillipp Alexander Walther,2123
Philological Society,86
Philomatic Society of Paris,257
"Philosophical & Literary Society, Leeds",104
Philosophical Institute of Victoria,239
Philosophical Society of Manchester,250
Phrenological Association,29
Phrenological Society,22
Phrenopathic Society of Aversa,191
Physical Research Society,247
Pierre Gratiolet,812
Pietermaritzburg Horticultural Society,211
Pinheiro Fereira,3046
Pitcairn Islands,66
Poland,61
Portugal,37
Prehistoric Society,81
Prehistoric Society of East Anglia,80
Priscilla Rickman,2790
Protheroe Smith,1884
Prussia,29
Pscyhological Society,132
Puerto Rico,46
Pye Smith,3311
QCA,1
Quaker,1
R  Brough Smyth,1898
R  Harvey Hilliard,951
R  Murray Dundas,627
R A MacFie,3175
R A McFie,3196
R Arthington,2270
R B Porter,1620
R Barclay Fox,2662
R Barrett,2568
R C Barrow,2569
R C Beavan,140
R C Cobbold,2989
R Carthington,2969
R Chapman,2975
R D Alexander,2547
R D Catchpool,2615
R Doubleday,2649
R Dymond,2327
R E Dudgeon,616
R Fry,3063
R H W Dunlop,630
R Hill,3112
R Impey,2717
R J Spencer,1915
R Jarvis,3135
R Jun Arthington,2271
R Jun Smith,3312
R K Habgood,3085
R Langlands,1157
R M Rickman,2437
R Marsh,2416
R Moffatt,3208
R Montgomery Martin,3191
R P Rickman,2792
R P Ruckman,3286
R Pope,1618
R R Gurley,3082
R Rickman,2791
R Rickmer,3276
R S Birkbeck,183
R S Sisson,1863
R Tweedy,2858
R W Fairbank,681
R W Haynes,913
R W Payne,1562
R W Rowbotham,1752
R W Wingfield,3402
R Walker,3379
R Waterhouse,2496
R Wilson,2210
Rachel Albright,2262
Rachel Fowler,2656
Rachel Hubbert,2712
Rachel Pease,3234
Rajendralala Mitra,1381
Ralph (1) Tate,1999
Ramon de Silva-Ferro,1853
Ranelagh Club,52
Rebecca Beaumont,2575
Rebecca Hopkins,2383
Rebecca Lucas,2413
Rebecca Wilson,2507
Reform Club,8
Reginald R Dudley,617
Reginald Sackville West,2158
Reginald Stuart Poole,1616
Reuben C Payne,2761
Richard Allen,2897
Richard Archer Warwick,2137
Richard Arnold,53
Richard Ash,2908
Richard Barrett,2520
Richard Barrington,2286
Richard Beaumont,138
Richard Bentley,169
Richard Beverley Cole,442
Richard Biddulph Martin,1296
Richard Cavendish,373
Richard Christy,2621
Richard Clewin Griffiths,841
Richard Cull,507
Richard Davis Hanson,874
Richard Day,2644
Richard Edward Arden,46
Richard Fort,724
Richard Hartley Kennedy,1106
Richard Haughton,903
Richard Hill Tiddeman,2040
Richard Holdsworth,2701
Richard Hughes,1006
Richard James ('Zadkiel') Morrison,1425
Richard John Thompson,2026
Richard Johnson,1076
Richard King,1117
Richard Kirwan,1127
Richard Lee,1181
Richard Lepsius,1194
Richard Levinge Swift,1981
Richard M Gage,752
Richard Maddock Nunn,1506
Richard Morris,1423
Richard Mullins,1445
Richard Owen,1531
Richard Peck,3235
Richard Peek,3237
Richard Rayley,1676
Richard Reeve,1682
Richard S Cunliffe,510
Richard Smith,2460
Richard Stephens jnr Taylor,2008
Richard Sterry,2469
Richard Temple,2012
Richard Thomas Gore,802
Richard Thompson Reep,1681
Richard Tonson Evanson,674
Richard Trygarn Griffith,838
Richard Veale,2860
Richard Wellesley Rothman,1747
Rienzi G Walton,2126
Robert  Herman Schomburgk,1800
Robert A Drew,605
Robert Barclay,2285
Robert Baring,102
Robert Barkley Shaw,1837
Robert Barnewall,109
Robert Bell,153
Robert Bevan,2580
Robert Bowie,235
Robert Brewin,2596
Robert Brisco Owen,1532
