"Source","Target"
Samuel Sharp,ASL
W J Sharpe,ASL
A  Mackintosh Shaw,ASL
Frederick George Shaw,ASL
Robert Barkley Shaw,ASL
Joseph Shepherd,ASL
H  Brinsley Sheridan,ASL
William Henry Sherwood,ASL
William Shipp,ASL
John Shortt,ASL
Thomas R G Shute,ASL
Ramon de Silva-Ferro,ASL
Constantine Simonides,ASL
S F Simonson,ASL
Frank Simpson,ASL
H V Simpson,ASL
J  Marrion Sims,ASL
R S Sisson,ASL
James Henry Skene,ASL
Frederick Mackenzie Skues,ASL
William Mackenzie Skues,ASL
Abell Smith,ASL
Andrew Smith,ASL
George (1) Smith,ASL
George (2) Smith,ASL
George Hill Smith,ASL
George Whitely Smith,ASL
John Smith,ASL
Joseph J Smith,ASL
Peter Smith,ASL
Protheroe Smith,ASL
Tasker Smith,ASL
Thomas Smith,ASL
Thomas Eustace Smith,ASL
Thomas James Smith,ASL
William Smith,ASL
William Nugent Smith,ASL
Worthington George Smith,ASL
Sydney James Smithers,ASL
Brice Smyth,ASL
James Smyth,ASL
John E Smyth,ASL
John jun Smyth,ASL
Frederick Snaith,ASL
George Blagrove Snell,ASL
William Parker Snow,ASL
Samuel Solly,ASL
Philip Southby,ASL
James Bertram Sparhawk,ASL
Henry King Spark,ASL
Peter Spence,ASL
W H Spence,ASL
R J Spencer,ASL
William Henry Spencer,ASL
Edward Spooner,ASL
T B Sprague,ASL
Francis R Spry,ASL
Flaxman Spurrell,ASL
Ephraim George Squier,ASL
George St Clair,ASL
Spencer St John,ASL
Edward Stamp,ASL
William Edward Stanbridge,ASL
John Stanley,ASL
Thomas C Stanley,ASL
John Stanton,ASL
A B Stark,ASL
Japetus Steenstrup,ASL
Carl (Karl) Steinhauer,ASL
Charles Stenning,ASL
William Frederick Cowell Stepney,ASL
Joseph Stevens,ASL
John Stevenson,ASL
A A Stewart,ASL
W S Stewart,ASL
John Stirling,ASL
David Henry Stone,ASL
Robert Sidney Stone,ASL
William Storey,ASL
William Story,ASL
John Marmaduke Stourton,ASL
John Strachan,ASL
S Stratford,ASL
James Strathern,ASL
Andrew Struthers,ASL
John William Studart,ASL
Edward Sturman,ASL
Peter Cormac Sutherland,ASL
Cornelis Swaving,ASL
Horace Swete,ASL
Algernon Charles Swinburne,ASL
David Sydenham,ASL
J A Symonds,ASL
William Samuel Symonds,ASL
Francis Tagart,ASL
G M Tagore,ASL
Lawson Tait,ASL
Alexander Norman Tate,ASL
George Tate,ASL
George Ralph Tate,ASL
Ralph (1) Tate,ASL
Thomas (1) Tate,ASL
Thomas (2) Tate,ASL
Thomas R Tatham,ASL
E B Tawney,ASL
John Taylor,ASL
John George Taylor,ASL
Richard Stephens jnr Taylor,ASL
W Taylor,ASL
W E Taylor,ASL
Edward Tenison Ryan Tenison,ASL
Frederick Theed,ASL
"William, Jun Theobald",ASL
Robert Thin,ASL
Connop Thirlwall,ASL
J L Thomas,ASL
Alfred Robert Thompson,ASL
Frederick Thompson,ASL
George C Thompson,ASL
Joseph Thompson,ASL
Christian JÃ¼rgensen Thomsen,ASL
J  T Thresh,ASL
John Thurnam,ASL
Samuel Timmins,ASL
E Tinsley,ASL
John Tolhurst,ASL
Albert Tootal,ASL
John Towers,ASL
Frederick Travers,ASL
S  Smith Travers,ASL
William Travers,ASL
Arthur Trevelyan,ASL
Edward Andrew Trevor,ASL
Nicolas Trubner,ASL
Gregory Tschurowsky,ASL
Charles jun Tuckett,ASL
Arthur Chilver Tupper,ASL
James Turle,ASL
William F J Turner,ASL
Arthur Turrell,ASL
H K Twyford,ASL
Carl Wilhelm Ferdinand Uhde,ASL
John Underwood,ASL
x University Library,ASL
Herbert Taylor Ussher,ASL
Arthur Vacher,ASL
J J C Valpy,ASL
Armenius Vambery,ASL
William Sandys Wright Vaux,ASL
Gonzalez Velasco,ASL
George Venables Vernon,ASL
Paul Vibraye,ASL
Henry Vignaud,ASL
Edouard J Villin,ASL
Rudolph Virchow,ASL
Julio Vizcarrondi,ASL
Carl Vogt,ASL
Thomas Francis Wade,ASL
Rudolph Wagner,ASL
Theodore Waitz,ASL
Alfred Wake,ASL
E T Wakefield,ASL
Cornelius Walford,ASL
Alexander Walker,ASL
Alexander Macnamee Walker,ASL
Charles Pyndar Beauchamp Walker,ASL
Edmund Walker,ASL
George Walker,ASL
Robert Walker,ASL
Joshua Walmsley,ASL
H C Walton,ASL
J W Walton,ASL
Rienzi G Walton,ASL
James Alfred Wanklyn,ASL
Charles Augustus Ward,ASL
Charles Warden,ASL
J  William Warden,ASL
James J Waring,ASL
Richard Archer Warwick,ASL
Buchanan Washbourn,ASL
Ottiwell Charles Waterfield,ASL
John Waterhouse,ASL
Samuel Watson,ASL
Robert Watt,ASL
John King Watts,ASL
Stephen Webb,ASL
T W Webb,ASL
Henry Webster,ASL
Augustin Weisbach,ASL
Hermann Welcker,ASL
Francis Alex (Frank) Wenham,ASL
William Henry Wesley,ASL
Hodder Michael Westropp,ASL
Champion Wetton,ASL
J R Wevill,ASL
William Whitear,ASL
John B Whitehead,ASL
Peter O Whitehead,ASL
Thomas K Whitehead,ASL
Henry Whitfeld,ASL
Henry William Wickes,ASL
Thomas Haines Wickes,ASL
x Wienecke,ASL
Augustus S Wilkins,ASL
Thomas Wilkinson,ASL
William Martin Wilkinson,ASL
Charles R Williams,ASL
Eric Williams,ASL
Frederick Martin Williams,ASL
George Williams,ASL
Henry Williams,ASL
Henry G Williams,ASL
John (1) Williams,ASL
John Wilkins Williams,ASL
S W D Williams,ASL
Thomas Williams,ASL
Matthew Willis,ASL
J E  Eardley Wilmot,ASL
Alfred Henry Wilson,ASL
Andrew Wilson,ASL
Daniel Wilson,ASL
Frank Wilson,ASL
J  Spotswood Wilson,ASL
James Wilson,ASL
John Leigh Wilson,ASL
R Wilson,ASL
William Wilson,ASL
William Newton Wilson,ASL
Alfred Wiltshire,ASL
William Smith Windham,ASL
Alfred Tubb Windus,ASL
Benjamin Robert Winthrop,ASL
Thomas Alexander Wise,ASL
George Witt,ASL
von Wittich,ASL
James Wodderspoon,ASL
Francis George Cornelius Wolber,ASL
George Wollaston,ASL
Edward Wood,ASL
F  Henry Wood,ASL
J W Wood,ASL
John George Wood,ASL
Robert Wood,ASL
William Spicer Wood,ASL
Charles H L Woodd,ASL
Robert Carr Woods,ASL
Jens Jacob Asmussen Worsaae,ASL
William Wray,ASL
Frank Wrentmore,ASL
Robert Wright,ASL
Thomas Wright,ASL
William Cort Wright,ASL
Otto Wucherer,ASL
Andrew Wyley,ASL
Jeffries Wyman,ASL
Stephen Yeldham,ASL
James A Youl,ASL
Robert Younge,ASL
Arthur de Zeltner,ASL
x Zohrab,ASL
