"Source","Target"
Robert James Mann,ESL
Clements Robert Markham,ESL
Matthew Henry Marsh,ESL
Peter Marshall,ESL
William Marshall,ESL
Edward Martin,ESL
Richard Biddulph Martin,ESL
Thomas Martin,ESL
James Wood Mason,ESL
Edward V Maur,ESL
Alfred Maury,ESL
George Maw,ESL
Peter Benson Maxwell,ESL
Thomas May,ESL
Joseph Mayer,ESL
William Frederick Mayers,ESL
John S Mayson,ESL
James McClelland,ESL
John Ferguson McLennan,ESL
John Frederick McNair,ESL
H McNicholl,ESL
Thomas Taylor Meadows,ESL
James Aitken Meigs,ESL
Edward Meryon,ESL
Samuel Rush Meyrick,ESL
William Augustus Miles,ESL
Joseph Milligan,ESL
Henri Milne-Edwards,ESL
x Milton,ESL
Albert Mitchell,ESL
Alexander (1) Mitchell,ESL
Matthew Moggridge,ESL
J Monro,ESL
Patrick Montgomery,ESL
Robert Mortimer Montgomery,ESL
John Moody,ESL
Joseph Moore,ESL
Alexander Morison,ESL
Edward Morris,ESL
Edward Rowley Morris,ESL
Eugene Morris,ESL
John Morris,ESL
Richard Morris,ESL
Walter Morrison,ESL
J Muir,ESL
Friedrich Max Muller,ESL
Johan Muller,ESL
x Munro,ESL
Francis Kerridge Munton,ESL
Roderick Impey Murchison,ESL
John Murray,ESL
G N Mussabini,ESL
N G Mussabini,ESL
Dadabhai Naoroji,ESL
William Napier,ESL
William Donald Napier,ESL
Davyd William Nash,ESL
Robert Lucas Nash,ESL
Alexander Nasmyth,ESL
Dominico Navoni,ESL
J  Dormer Neale,ESL
Francis G P Neison,ESL
William Neison,ESL
Robert Stirling (1) Newall,ESL
F W Newman,ESL
Thomas Nicholas,ESL
Brinsley Nicholson,ESL
Charles Nicholson,ESL
D Nicol,ESL
J  Dyce Nicol,ESL
Donald Nicoll,ESL
Giustiniano Nicolucci,ESL
Sven Nilsson,ESL
Josiah Clark Nott,ESL
Thomas William Nunn,ESL
P O'Callaghan,ESL
George O'Gorman,ESL
Edward O'Riley,ESL
William Ogilby,ESL
Laurence Oliphant,ESL
Samuel Pasfield Oliver,ESL
Gustav Oppert,ESL
W  Billing Orton,ESL
Sherard Osborn,ESL
Charles Otto,ESL
Frederick Ouvry,ESL
John Downes Owens,ESL
Thomas Page,ESL
Arthur Paget,ESL
William Gifford Palgrave,ESL
Harry Parkes,ESL
Charles Pasley,ESL
Edmund Patterson,ESL
C H Pearson,ESL
Francisco E Pereira,ESL
Erskine Perry,ESL
George Michael Perry,ESL
Josef Anton Maximilian Perty,ESL
Horace William Petherick,ESL
William Vesalius Pettigrew,ESL
Arthur Phayre,ESL
Benjamin Phillips,ESL
Philip Phoebus,ESL
Edward Pick,ESL
Charles Pickering,ESL
Francois Jules Pictet,ESL
Jonathan S Pidgeon,ESL
John Platts,ESL
Reginald Stuart Poole,ESL
George H Pope,ESL
W H Pope,ESL
T Postans,ESL
Joseph Legg Postlethwaite,ESL
Thomas Prendergast,ESL
Joseph Prestwich,ESL
David S Price,ESL
Lorenzo T C Price,ESL
James Cowles Prichard,ESL
Alfred Pulford,ESL
Arthur Giles Puller,ESL
Robert Pulsford,ESL
Lambert Adolphe Jacques Quetelet,ESL
Charles Rafn,ESL
Henry Raikes,ESL
George Ramsay,ESL
George Dalhousie Ramsay,ESL
John Ramsay,ESL
H  Fowler Ransford,ESL
Charles Ratcliff,ESL
Henry Rawlinson,ESL
Richard Rayley,ESL
W H Read,ESL
Charles Reade,ESL
Richard Thompson Reep,ESL
Richard Reeve,ESL
Lestock Robert Reid,ESL
Ernest Renan,ESL
Anders Retzius,ESL
Francis Richardson,ESL
Joseph Rickerby,ESL
F W Ricketts,ESL
Jonathan Rigg,ESL
"x Ripon, De Grey and",ESL
Carl Ritter,ESL
John Henry Rivett-Carnac,ESL
Charles Robert des Ruffieres,ESL
A Roberts,ESL
Archibald Robertson,ESL
Thomas Valentine Robins,ESL
Edward Robinson,ESL
G A Robinson,ESL
George Augustus Robinson,ESL
Hamilton Roe,ESL
Charles Rogers,ESL
Frederick W Rogers,ESL
George Rogers,ESL
John Rogers,ESL
George Rolleston,ESL
James Rome,ESL
Hyacinthe Ronay,ESL
x Rosehill,ESL
John George Clunies Ross,ESL
x Roth,ESL
Richard Wellesley Rothman,ESL
R W Rowbotham,ESL
H R Rowcroft,ESL
Harry Crommelin Rowcroft,ESL
A H Russell,ESL
George Augustus Frederick Ruxton,ESL
Edward Ryan,ESL
Alfred Sadler,ESL
David Salomons,ESL
Alfred M Sanderson,ESL
W  Walbank Sanderson,ESL
Humfrey Sandwith,ESL
William Satter,ESL
William Devonshire Saull,ESL
Carl Ritter von Scherzer,ESL
Robert  Herman Schomburgk,ESL
Henry R Schoolcraft,ESL
Frederick Henry Scott,ESL
John (1) Scott,ESL
Robert Scott,ESL
Thomas Scott,ESL
John Scouler,ESL
E J Selwyn,ESL
Carl Semper,ESL
George Sexton,ESL
Henry Danby Seymour,ESL
W Sharp,ESL
Norton Shaw,ESL
William Wardrop Shaw,ESL
x Sheffield,ESL
Justin Shiel,ESL
John Joseph Shillinglaw,ESL
John Shortt,ESL
Charles Lionel Showers,ESL
James Kay Shuttleworth,ESL
P L Simmonds,ESL
James Simpson,ESL
William Henry Simpson,ESL
Joseph Sister,ESL
x Skardon,ESL
Thomas Peyton Slapp,ESL
Bath Charles Smart,ESL
J  Valentine Smedley,ESL
Andrew Smith,ESL
D  Pye Smith,ESL
Edward Osborne Smith,ESL
John Smith,ESL
Thomas James Smith,ESL
Thomas Southwood Smith,ESL
R  Brough Smyth,ESL
William Parker Snow,ESL
Samuel Reynolds Solly,ESL
William Somervell,ESL
Henry Southey,ESL
G W Spence,ESL
William Spence,ESL
William Henry Spencer,ESL
T  Trevethan Spicer,ESL
William Spottiswoode,ESL
Ephraim George Squier,ESL
George St Clair,ESL
Bayle St John,ESL
James Augustus St John,ESL
Percy B St John,ESL
Spencer St John,ESL
Edward St Maur,ESL
James Joseph Stainton,ESL
William Edward Stanbridge,ESL
H I Staples,ESL
Japetus Steenstrup,ESL
Carl (Karl) Steinhauer,ESL
William Frederick Cowell Stepney,ESL
N  Henry Stevens,ESL
Alexander Patrick Stewart,ESL
Charles Edward Stewart,ESL
x Strangford,ESL
Henry Stretton,ESL
John James Sturz,ESL
J P Sutherland,ESL
Edwin C Suttor,ESL
George Suttor,ESL
Richard Levinge Swift,ESL
Robert Swinhoe,ESL
J G Sylvester,ESL
J J Sylvester,ESL
Robert Tait,ESL
James Talbot de Malahide,ESL
James Tanner,ESL
x Tasmania,ESL
Richard Temple,ESL
John Tennant,ESL
James Emerson Tennent,ESL
Fred Thompson,ESL
Richard John Thompson,ESL
W Thompson (2),ESL
Christian JÃ¼rgensen Thomsen,ESL
John Thomson,ESL
L E Threlkeld,ESL
John Thrupp,ESL
Edward Thurlow,ESL
John Thurnam,ESL
Richard Hill Tiddeman,ESL
Samuel Timmins,ESL
x Tinsley,ESL
C D Tolme,ESL
James Tonnere,ESL
William Tooke,ESL
Nicolas Trubner,ESL
Thomas Harrington Tuke,ESL
x Tumangung of Jehore,ESL
Henry John Turner,ESL
John Turner,ESL
William Wadden Turner,ESL
John Twiner,ESL
William Twining,ESL
John Underwood,ESL
John Ussher,ESL
George Vaughan,ESL
Jonas Daniel Vaughan,ESL
Carl Vogt,ESL
Benjamin Vulliamy,ESL
Thomas Francis Wade,ESL
x Wagstaff,ESL
James Walker,ESL
James Sydney Walker,ESL
Thomas Walker,ESL
Alfred Russel Wallace,ESL
Phillipp Alexander Walther,ESL
Stephen Henry Ward,ESL
Samuel Hibbert Ware,ESL
Edward Warner,ESL
Thomas T P  Bruce Warren,ESL
W Warrington,ESL
George Waterhouse,ESL
Samuel Watson,ESL
John King Watts,ESL
Andrew Scott Waugh,ESL
George Webster,ESL
John Webster,ESL
Hermann Welcker,ESL
Mordaunt Wells,ESL
Reginald Sackville West,ESL
Hodder Michael Westropp,ESL
G F Whidbourne,ESL
James Whishaw,ESL
x White,ESL
James T White,ESL
M White,ESL
x Wienecke,ESL
A L Wigan,ESL
John W Wilkins,ESL
John Gardner Wilkinson,ESL
John (2) Williams,ESL
G Williamson,ESL
David Wilson,ESL
Henry Hoyte Winwood,ESL
Henry Drummond Wolff,ESL
James Wood,ESL
Samuel Wood,ESL
Robert Carr Woods,ESL
Joseph Hardman Worrall,ESL
Ferdinand Von Wrangell,ESL
Francis Beresford Wright,ESL
Thomas Wright,ESL
James Wyld,ESL
Ashton Yates,ESL
W  Holt Yates,ESL
James Yearsley,ESL
Arthur de Zeltner,ESL
