"Source","Target"
Francis Campbell,AI
George (1) Campbell,AI
James Campbell,AI
T A Campbell,AI
Walter Campbell,AI
William Camps,AI
Charles Napoleon de Cardi,AI
William D Carey,AI
John Burford Carlill,AI
Samuel Cartwright,AI
George Catlin,AI
John Cavafy,AI
John Henry Challis,AI
William Chamberlin,AI
Charles Harcourt Chambers,AI
William Chambers,AI
Frank Chance,AI
Edward Charlesworth,AI
William Charlton,AI
William Dinsdale Child,AI
Samuel Chinnery,AI
William Nathan Chipperfield,AI
T J Cholmondeley,AI
Hyde Clarke,AI
Robert Clarke,AI
William Aloysius Clavering,AI
John (1) Cleghorn,AI
H Clerk,AI
John Colam,AI
Henry Cole,AI
Vicat Cole,AI
John Sherrard Coleman,AI
John Frederick Collingwood,AI
W W Collins,AI
John (1) Collinson,AI
Moncure Daniel Conway,AI
William Fothergill Cooke,AI
Daniel Cooper,AI
Frederick Cooper,AI
William C Copperthwaite,AI
Tullie Cornthwaite,AI
Frederick William Cosens,AI
Samuel Courtauld,AI
Henry Augustus Cowper,AI
Tom junr Craston,AI
Oswald John Crawfurd,AI
Henry Crowley,AI
Moore A Cuffe,AI
Richard Cull,AI
Richard S Cunliffe,AI
Alexander Cunningham,AI
Edward Barrett Hodges Curteis,AI
John Richmond Cuthbert,AI
George Cutler,AI
William Barrington D'Almeida,AI
x Daa,AI
G  Wythes Daniell,AI
Robert Dukinfield Darbishire,AI
George Russell Dartnell,AI
Charles Darwin,AI
Arthur Dashwood,AI
John Davidson,AI
Jesse Conway Davies,AI
William Davies,AI
George Henry Daw,AI
William Boyd Dawkins,AI
George Dawson,AI
x Derby (formerly Stanley),AI
x Devonshire,AI
George Dibley,AI
Charles Wentworth Dilke,AI
John Dingle,AI
Jacob Ludwig Dohne,AI
John Langdon H Down,AI
D I Drakeford,AI
John Drummond,AI
Alexander Duncan,AI
David Duncan,AI
Francis Duncan,AI
Peter Martin Duncan,AI
Alfred John Dunkin,AI
Robert Dunn,AI
William Eassie,AI
Joseph William Eastwood,AI
Casper W Eddy,AI
John Edwards,AI
Walter Elliot,AI
C H  Fairfax Ellis,AI
William Erle,AI
Edward Bickerton Evans,AI
John Evans,AI
Edward John Eyre,AI
William Fairbairn,AI
Adam Storey Farrar,AI
Frederick Fearon,AI
Edwin Foxton Firby,AI
Frederick Firebrace,AI
James Firm,AI
Robert Fischer,AI
Morton Coates Fisher,AI
George Fleming,AI
John Wickham Flower,AI
George Folsom,AI
David Forbes,AI
Robert Nicholas Fowler,AI
Charles Henry Fox,AI
William Henry Francklyne,AI
Augustus Wollaston Franks,AI
Thomas Fraser,AI
William Freund,AI
Danby Palmer Fry,AI
A  de Fullner,AI
Albert Fytche,AI
Douglas Galton,AI
Francis Galton,AI
C T Gardner,AI
Charles Henry Gardner,AI
E V Gardner,AI
Peter Gardner,AI
John Peter Gassiot,AI
George Duncan Gibb,AI
Enrico Hillyer Giglioli,AI
William Gillespie,AI
Spyridon Glaucopides,AI
Augustus Goldsmid,AI
Richard Thomas Gore,AI
James Gowans,AI
Ryves William Graves,AI
Frederick King Green,AI
George Courthope Green,AI
William Greenwell,AI
William Rathbone Greg,AI
Walter Gregor,AI
George Grey,AI
Henry Rowland Ellison Grey,AI
Lepel Griffin,AI
James Oliff Griffits,AI
William Vernon Guise,AI
James Guthrie,AI
Johann Franz ('Julius') Haast,AI
Alexander C Hamilton,AI
Archibald Hamilton,AI
Rowland Hamilton,AI
Richard Davis Hanson,AI
Clarence Harcourt,AI
William Harding,AI
Samuel Harraden,AI
Arthur B Harris,AI
James Penn Harris,AI
Charles (1) Harrison,AI
William Henry Harrison,AI
Alfred Edmund Harriss,AI
John E Harvey,AI
Frederick Augustus Haserick,AI
George Hawkins,AI
Ferdinand Vandeveer Hayden,AI
Edward Charles Healey,AI
Dunbar Isidore Heath,AI
G J D Heath,AI
Alexander Henderson,AI
David Mitchell Henderson,AI
P Henderson,AI
Joseph Henry,AI
Robert Hepburn,AI
John Mason Hepworth,AI
Matthew Heslop,AI
B Hewitt,AI
Alfred Hewlett,AI
James Heywood,AI
James Higgin,AI
Alfred Higgins,AI
R  Harvey Hilliard,AI
Frederick Hindmarsh,AI
W G E Hobbs,AI
Brian Houghton Hodgson,AI
Kirkman Daniel Hodgson,AI
Carl Alphonse Hoffman,AI
Joseph Hooker,AI
James Hope,AI
John Camden Hotten,AI
Frederick Hovenden,AI
W T Howard,AI
Henry Hoyle Howorth,AI
Henry Hudson,AI
Thomas McKenny Hughes,AI
John (2) Hunt,AI
William Wilson Hunter,AI
Jonathan Hutchinson,AI
Thomas Henry Huxley,AI
John Inglis,AI
x Isenburg,AI
Henry (the son) Jackson,AI
Henry William (1) Jackson,AI
J W Jackson,AI
Horatio Gay James,AI
John Moore Jeffcott,AI
Frederick John Jeffery,AI
Edmund Jeffries,AI
William Jennings,AI
Leonard Jenyns LATER Blomefield,AI
William Jepson,AI
George Curling Joad,AI
Arthur Johnson,AI
x Johore,AI
James Jones,AI
William Arthur Jones,AI
J W  (2) Kaye,AI
Claude Buchanan Ker,AI
Nicolai de Khanikof,AI
Joshua Edward Killick,AI
William Kincaid,AI
Edwin Holborow King,AI
Richard King,AI
Charles Kingsley,AI
David Kinloch,AI
Richard Kirwan,AI
J L Knapp,AI
William White La Barte,AI
Samuel Laing,AI
Thomas Josiah Laing,AI
John Lancaster,AI
Augustus Henry Lane Fox later Pitt Rivers,AI
Andrew Lang,AI
J Langlands,AI
Robert Gordon Latham,AI
Edward Lawford,AI
Austen Henry Layard,AI
John Edward Lee,AI
Samuel Lees,AI
Joseph Leidy,AI
Henry Leighton,AI
Arthur Charles Wriothesley Lennox,AI
Richard Lepsius,AI
Karl Georg Friedrich Rudolf Leuckart,AI
William Lockhart,AI
Abraham Logan,AI
J R Logan,AI
William Long,AI
Edward Lord,AI
Horatio Love,AI
Basil Lovery,AI
John Lubbock,AI
Johann Constantin August Lucae,AI
William Collings Lukis,AI
John Alfred Lush,AI
Coryndon H Luxmoore,AI
John Macartney,AI
John Gray Macfarlane,AI
G Macgowan,AI
Draper Mackinder,AI
David Mackintosh,AI
Hector Maclean,AI
George Macleay,AI
Andrew Maclure,AI
William Elphinstone Malcolm,AI
Robert James Mann,AI
Clements Robert Markham,AI
Matthew Henry Marsh,AI
Edward W Martin,AI
John (2) Martin,AI
Richard Biddulph Martin,AI
James Wood Mason,AI
James Mathieson,AI
Henry Matthews,AI
Alfred Maury,AI
Peter Benson Maxwell,AI
Edward Hooper May,AI
Joseph Mayer,AI
William Frederick Mayers,AI
John S Mayson,AI
James McClelland,AI
John McCormick,AI
John McDonnell,AI
John Ferguson McLennan,AI
Walter McLeod,AI
John Frederick McNair,AI
Barr Meadows,AI
Charles William Carter Madden Medlicott,AI
James Aitken Meigs,AI
John Magens Mello,AI
Evan Powell Meredith,AI
Alexander Michie,AI
William Augustus Miles,AI
John Miller,AI
Joseph Milligan,AI
Henry F Mills,AI
Henri Milne-Edwards,AI
x Milton,AI
Albert Mitchell,AI
Alexander (1) Mitchell,AI
Matthew Moggridge,AI
Frederick Butler Montgomerie,AI
John Moody,AI
George Moore,AI
Henry Reginald Moore,AI
John (1) Moore,AI
John (2) Moore,AI
Robert Waters Moore,AI
Fortescue John Morgan,AI
William Henry Morgan,AI
James Cotter Morison,AI
Edward Rowley Morris,AI
Eugene Morris,AI
John Morris,AI
James Holmes Morrison,AI
Walter Morrison,AI
John Mortimer,AI
John Robert Mortimer,AI
Henry Muirhead,AI
Friedrich Max Muller,AI
Francis Kerridge Munton,AI
J C Murray,AI
Charles Ottley Groom Napier,AI
William Napier,AI
Davyd William Nash,AI
Samuel Nash,AI
J  Dormer Neale,AI
Robert Stirling (1) Newall,AI
P H Newnham,AI
Alfred Vincent Newton,AI
Thomas Nicholas,AI
Brinsley Nicholson,AI
Charles Nicholson,AI
Giustiniano Nicolucci,AI
Sven Nilsson,AI
Karl Friedrich Nordmann,AI
Henry Norsworthy,AI
Samuel William North,AI
Josiah Clark Nott,AI
John Nottingham,AI
Richard Maddock Nunn,AI
P O'Callaghan,AI
Luke Smyth O'Connor,AI
Edward O'Riley,AI
Samuel Pasfield Oliver,AI
Gustav Oppert,AI
John Benn Ormathwaite,AI
W  Billing Orton,AI
Sherard Osborn,AI
John William Willoughby Osborne,AI
Charles Otto,AI
Frederick Ouvry,AI
John Fletcher Owen,AI
Richard Owen,AI
Robert Brisco Owen,AI
Samuel R J Owen,AI
William Gifford Palgrave,AI
Walter Mantell Parker,AI
J  Charlton Parr,AI
Theodore D'Orville Partridge,AI
Edmund Patterson,AI
R W Payne,AI
Thomas Bevill Peacock,AI
Alfred Henry Pechell,AI
Robert Peel,AI
John Peiser,AI
William Peppe,AI
Josef Anton Maximilian Perty,AI
Horace William Petherick,AI
Arthur Phayre,AI
Philip Phoebus,AI
Charles Pickering,AI
Francois Jules Pictet,AI
Bedford Pim,AI
John Platts,AI
Matthew Conway Poole,AI
Joseph Legg Postlethwaite,AI
Joseph Prestwich,AI
Frederick George Hilton Price,AI
Lorenzo T C Price,AI
Thomas Prichard,AI
Henry jun Prigg,AI
Alfred Pulford,AI
Arthur Giles Puller,AI
Bernard Quaritch,AI
Lambert Adolphe Jacques Quetelet,AI
James Rae,AI
"A , jun Ramsay",AI
John Ramsay,AI
William Francis Ramsay,AI
Jabez Spence Ramskill,AI
Edwin Ransom,AI
Goday Naraen Gajapati Rao,AI
Charles Ratcliff,AI
Henry Rawlinson,AI
Lestock Robert Reid,AI
Ernest Renan,AI
Charles Jeremiah Renshaw,AI
Edward Jackson Riccard,AI
Franklin Thomas Richards,AI
Charles Richardson,AI
Francis Richardson,AI
George Thorne Ricketts,AI
"x Ripon, De Grey and",AI
John Henry Rivett-Carnac,AI
Charles Robert des Ruffieres,AI
Daniel Brooke Robertson,AI
Edward Robinson,AI
William Robinson,AI
Sampson Roch,AI
George Rogers,AI
George Rolleston,AI
Hyacinthe Ronay,AI
Charles Rooke,AI
James Anderson Rose,AI
x Rosehill,AI
John George Clunies Ross,AI
Ankithum Venkata Nursing Row,AI
Harry Crommelin Rowcroft,AI
Frederick William Rudler,AI
H  Hodgson Rugg,AI
John Ruskin,AI
A H Russell,AI
Charles E Russell,AI
Edward Ryan,AI
Oluf Rygh,AI
David Salomons,AI
William Severin Salting,AI
Alfred Sanders,AI
W  Walbank Sanderson,AI
W H Scattergood,AI
William Mason Scharlieb,AI
Carl Ritter von Scherzer,AI
E Schiemann,AI
John (2) Scott,AI
Robert S Scott,AI
Thomas Scott,AI
John Scouler,AI
Lucy Ellen Sewall,AI
Peter Sharp,AI
Frederick George Shaw,AI
x Sheffield,AI
John Shortt,AI
Charles Lionel Showers,AI
Ramon de Silva-Ferro,AI
Frank Simpson,AI
James Simpson,AI
Frederick Mackenzie Skues,AI
William Mackenzie Skues,AI
Bath Charles Smart,AI
Andrew Smith,AI
John Smith,AI
Protheroe Smith,AI
Thomas Eustace Smith,AI
Thomas James Smith,AI
Worthington George Smith,AI
William Somervell,AI
Philip Southby,AI
Henry King Spark,AI
William Spottiswoode,AI
Ephraim George Squier,AI
George St Clair,AI
Spencer St John,AI
William Edward Stanbridge,AI
Japetus Steenstrup,AI
Carl (Karl) Steinhauer,AI
Charles Stenning,AI
William Frederick Cowell Stepney,AI
N  Henry Stevens,AI
Alexander Patrick Stewart,AI
Charles Edward Stewart,AI
John Stirling,AI
David Henry Stone,AI
William Story,AI
John Marmaduke Stourton,AI
James Strathern,AI
Andrew Struthers,AI
John William Studart,AI
Peter Cormac Sutherland,AI
Horace Swete,AI
Algernon Charles Swinburne,AI
Robert Swinhoe,AI
Francis Tagart,AI
Lawson Tait,AI
James Talbot de Malahide,AI
Richard Temple,AI
Edward Tenison Ryan Tenison,AI
John Tennant,AI
"William, Jun Theobald",AI
Connop Thirlwall,AI
Frederick Thompson,AI
George C Thompson,AI
John Thomson,AI
L E Threlkeld,AI
Edward Thurlow,AI
John Thurnam,AI
Richard Hill Tiddeman,AI
Samuel Timmins,AI
John Tolhurst,AI
Albert Tootal,AI
Arthur Trevelyan,AI
Nicolas Trubner,AI
Charles jun Tuckett,AI
Thomas Harrington Tuke,AI
John Underwood,AI
Jonas Daniel Vaughan,AI
William Sandys Wright Vaux,AI
George Venables Vernon,AI
Carl Vogt,AI
Thomas Francis Wade,AI
Cornelius Walford,AI
Charles Pyndar Beauchamp Walker,AI
James Sydney Walker,AI
Thomas Walker,AI
Alfred Russel Wallace,AI
Joshua Walmsley,AI
Phillipp Alexander Walther,AI
Ottiwell Charles Waterfield,AI
Samuel Watson,AI
Robert Watt,AI
Hermann Welcker,AI
Hodder Michael Westropp,AI
James Whishaw,AI
x Wienecke,AI
John Gardner Wilkinson,AI
John (1) Williams,AI
John Wilkins Williams,AI
Daniel Wilson,AI
Frank Wilson,AI
Alfred Wiltshire,AI
William Smith Windham,AI
Henry Hoyte Winwood,AI
Thomas Alexander Wise,AI
James Wodderspoon,AI
Francis George Cornelius Wolber,AI
Samuel Wood,AI
William Spicer Wood,AI
Robert Carr Woods,AI
Francis Beresford Wright,AI
Thomas Wright,AI
Robert Younge,AI
Arthur de Zeltner,AI
William Aldam,APS
Samuel C Baker,APS
James Bell,APS
John Bell (2),APS
John Brown,APS
Henry Christy,APS
Thomas junior Christy,APS
William Clay,APS
Richard King,APS
John James Sturz,APS
William Spicer Wood,APS
W   Martin Wood,APS
William Wilson,APS
James Wilson,APS
E T Wakefield,APS
Arthur Trevelyan,APS
x Tonna,APS
Alfred Robert Thompson,APS
x Stuart,APS
William Parker Snow,APS
Andrew Smith,APS
William Wardrop Shaw,APS
Robert  Herman Schomburgk,APS
John Ross,APS
J Robinson,APS
Carl Ritter,APS
William Ridley,APS
Thomas Prendergast,APS
William Augustus Miles,APS
Hervy Masterson,APS
Thomas Martin,APS
Edward Martin,APS
William Horton Lloyd,APS
Joseph Lister,APS
J  Beete Jukes,APS
George Alexander James,APS
Alexander Isbester,APS
Jonathan Hutchinson,APS
William Holmes,APS
Thomas (1) Hodgkin,APS
Thomas (1) Hodgkin,QCA
James Heywood,APS
Charles (1) Harrison,APS
John Henry Gurney,APS
x Gribble,APS
George Grey,APS
George Stacey Gibson,APS
Charles Henry Fox,APS
William Fowler,APS
Robert Nicholas Fowler,APS
M Foster,APS
Morton Coates Fisher,APS
J H Elliott,APS
James F Draper,APS
James T J Doyle,APS
Ernest Dieffenbach,APS
David Dale,APS
Alexander Cunningham,APS
Henry Crowley,APS
Handel Cossham,APS
John (1) Collinson,APS
W W Collins,APS
x Collier,APS
C Clarke,APS
William Dinsdale Child,APS
F W Chesson,APS
T A Campbell,APS
Charles Buxton,APS
William Bull,APS
James Silk Buckingham,APS
Antonio Brady,APS
James Bird,APS
Charles Bennett,APS
Robert Bell,APS
Henry Thorowgood Barnes,APS
John Baker,APS
Thomas Baines,APS
John Bailey,APS
James (1) Backhouse,APS
Edward Backhouse,APS
William Allen,APS
S  Stafford Allen,APS
Arthur Albright,APS
Rachel Albright,APS
William Albright,APS
William Jun Aldam,APS
Frederick Alexander,APS
Samuel Allen,APS
John Arch,APS
R Arthington,APS
R Jun Arthington,APS
C Ashby,APS
T Jun Ashby,APS
Thomas Ashby,APS
Thomas Jun Ashby,APS
Catherine Backhouse,APS
Jonathan Backhouse,APS
S Baker,APS
Robert Barclay,APS
Richard Barrington,APS
Edward Beck,APS
Eliza Bell,APS
Frederick J Bell,APS
S S Bell,APS
Samuel Bewley,APS
x Biffin,APS
J Binyon,APS
E L Birkbeck,APS
H Birkbeck,APS
W Blaine,APS
Elizabeth Bowley,APS
Henry Brady,APS
Charles L Braithwaite,APS
L Braithwaite,APS
Isaac Brown,APS
Joshua Brown,APS
Lydia Brown,APS
Sarah Burgess,APS
Thomas Burgess,APS
Thomas Fowell Buxton,APS
W Catchpool,APS
x Charleton,APS
Samuel Clark,APS
W Clemes,APS
C Clothier,APS
Joseph Cooper,APS
George Crosfield,APS
Joseph Crosland,APS
A Crowley,APS
A Dale,APS
Elizabeth S Dawes,APS
John Dodshon,APS
Daniel Doncaster,APS
Elizabeth Dyer,APS
R Dymond,APS
William Dyson,APS
William Dyster,APS
A Ellis,APS
Thomas Evans,APS
Ann Everett,APS
Joseph Farden,APS
John Fell,APS
Mary Fell,APS
S H Fisher,APS
Caleb Fletcher,APS
Martha Fletcher,APS
John Ford,APS
George Fox,APS
Henry Fox,APS
Robert Were Fox,APS
x Fox,APS
W Gayner,APS
Joseph Gibbens,APS
Ann Gibson,APS
Francis Gibson,APS
F  E Gibson,APS
W G Gibson,APS
T Gill,APS
J Gillett,APS
John Gillett,APS
J Gilpin,APS
James Gingell,APS
John Good,APS
Josiah Grace,APS
Thomas Graham,APS
John Green,APS
T Gregory,APS
G Grimshaw,APS
x Hadfield,APS
Isaac Hadwen,APS
Robert Harding,APS
Henry Harris,APS
Lydia Harris,APS
Thomas Harvey,APS
George Head,APS
Sarah Head,APS
H Headley,APS
W Hewitson,APS
Charles Hicks,APS
Elizabeth Hills,APS
James Hills,APS
John Hills,APS
Gurney Hoare,APS
Maria Hooper,APS
J Hopkins,APS
Rebecca Hopkins,APS
Mary Horsnail,APS
Elizabeth Howard (2),APS
Elizabeth Howard,APS
Thomas Hughes,APS
Henry Hunt,APS
T Hunt,APS
J Hurnard,APS
John C Isaac,APS
John James,APS
Charles Janson,APS
Samuel Jesper,APS
Benjamin Jowett (2),APS
John Jun Jowett,APS
Robert Jowett (2),APS
John King,APS
Samuel King,APS
Thomas King,APS
Alfred Kitching,APS
C Knight,APS
John Lee,APS
x Leitch,APS
Thomas Letchmore,APS
Thomas x Jun Letchmore,APS
Thomas Letchworth,APS
Thomas Jun Letchworth,APS
Thomas x Jun Letchworth,APS
S Lloyd,APS
Edward Lucas,APS
Rebecca Lucas,APS
Thomas Marriage,APS
John Marsh,APS
R Marsh,APS
William Matthews,APS
William Mattravers,APS
D Miller,APS
John Morrison,APS
E Neave,APS
Mary Overend,APS
W J Palmer,APS
J Pears,APS
x Poeppig,APS
Edward Priestman (2),APS
John Priestman,APS
James Ransome,APS
Robert Ransome,APS
William Rathbone,APS
J Jun Read,APS
Edward Richardson,APS
Henry Richardson,APS
W Richardson,APS
R M Rickman,APS
S Rickman,APS
Leitch Ritchie,APS
J Rooke,APS
Alfred Rosling,APS
John S Rowntree,APS
Joseph Rowntree,APS
Samuel Rundall,APS
Henry Russell,APS
Joseph Sams,APS
J A Sanders,APS
Mary Sansom,APS
Micheal Scatterthwaite,APS
S Scatterthwaite,APS
Leonard Sedgwick,APS
Benjamin Seebohm,APS
William Seebohm,APS
Charles Sessions,APS
Robert Simpson,APS
Alfred Smith,APS
Edward Smith,APS
Richard Smith,APS
Ann Snowden,APS
C Southall,APS
William Southall,APS
William Sparkes,APS
Joseph F Spence,APS
L Squire,APS
Mary Steevens,APS
Henry Sterry,APS
Richard Sterry,APS
John Stevens,APS
Joseph Sturge (Mrs),APS
Sarah Styles,APS
George N Tatham,APS
Mary Ann Tatham,APS
Edward Taylor,APS
F Taylor,APS
H Taylor,APS
A Thistlethwaite,APS
F J Thompson,APS
Josiah Thompson,APS
Thomas Thompson,APS
W Thompson,APS
x Thompson,APS
George Treffry,APS
Frederick Tuckett,APS
W Tuke,APS
Thomas Turner,APS
James E Veale,APS
Jonathan Walker,APS
Ann Wallis,APS
John Warner,APS
Alfred Waterhouse,APS
Mary Waterhouse,APS
R Waterhouse,APS
Thomas Wedmore,APS
James Wells,APS
Daniel Wheeler,APS
W Whiting,APS
John Jun Williams,APS
W R Williams,APS
Charles Wilson,APS
George Wilson,APS
Isaac Wilson,APS
Joseph Wilson,APS
Rebecca Wilson,APS
H Wise,APS
William Woods,APS
Louisa Wright,APS
James Bowden,QCA
William Nash,QCA
Joseph Sturge,QCA
William Jun Grimshaw,QCA
Henry Knight,APS
Henry Knight,QCA
Edward Paull,QCA
Robert Jun Alsop,QCA
Abram Rawlinson Barclay,QCA
John Barclay,QCA
Richard Barrett,QCA
John Thomas Barry,APS
John Thomas Barry,QCA
Peter Bedford,APS
Peter Bedford,QCA
John Bell,APS
John Bell,QCA
Thomas Christy,APS
Thomas Christy,QCA
Samuel Darton,QCA
Josiah Forster,APS
Josiah Forster,QCA
Robert Forster,APS
Robert Forster,QCA
William Forster,APS
William Forster,QCA
Joseph Talwin Foster,QCA
John Hamilton,QCA
Edwd Harris,QCA
Geo Holmes,QCA
Robert Howard,APS
Robert Howard,QCA
John Kitching,APS
John Kitching,QCA
Joseph Neatby,APS
Joseph Neatby,QCA
John Sanderson,APS
John Sanderson,QCA
Joseph Shewell,APS
Joseph Shewell,QCA
George Stacey,QCA
 Joseph Storrs,QCA
John M Albright,APS
G W Alexander,APS
Henry Alexander,APS
R D Alexander,APS
Thomas Allis,APS
John D Appleton,APS
Caroline Armistead,APS
Joseph Armistead,APS
Edward Ash,APS
Alfred Backhouse,APS
Edmund Backhouse,APS
Edward Jun Backhouse,APS
James Jun Backhouse,APS
John Church Backhouse,APS
J E Baker,APS
James Baker,APS
A P Balkwill,APS
William Ball,APS
Eliza Barclay,APS
J Gurney Barclay,APS
Jonathan Barrett,APS
R Barrett,APS
R C Barrow,APS
S Barter,APS
John D Bassett,APS
John Baynes,APS
John Beaumont,APS
Rebecca Beaumont,APS
William Beaumont,APS
Samuel Beck,APS
Deborah Beesley,APS
Paul Bevan,APS
Robert Bevan,APS
Martha A Binyon,APS
Thomas Binyon,APS
S Birchall,APS
Thomas Blain,APS
J Blunsom,APS
W Bott,APS
Christopher Bowley,APS
W C Bowley,APS
Edwin Bracher,APS
James Bracher,APS
Lucy Bradshaw,APS
G S Brady,APS
Joseph B Braithwaite,APS
S Braithwaite,APS
Charles Brewin,APS
Robert Brewin,APS
Thomas Brewin,APS
William Brewin,APS
Francis Brown,APS
Gopsill Brown,APS
W W Brown,APS
J F Burgess,APS
Wilson Burgess,APS
Henry Burlingham,APS
Jonathan Burtt,APS
P Burtt,APS
Edward North Buxton,APS
James Cadbury,APS
John M Candler,APS
Edward Carroll,APS
Joseph Cash,APS
Newman Cash,APS
William Cash,APS
R D Catchpool,APS
Thomas Catchpool,APS
Thomas Chalk,APS
Elizabeth Charelton,APS
James Charleton,APS
Robert Charleton,APS
Richard Christy,APS
Cyrus Clark,APS
James Clark (2),APS
Joseph Clark,APS
W S Clark,APS
George Cook,APS
J H Cotterell,APS
Elliott Cresson,APS
W D Crewdson,APS
Ann Cropper,APS
James Cropper,APS
John Cropper,APS
Joseph Crosfield,APS
William Crosfield,APS
Jeremiah Cross,APS
Martha Cross,APS
Edward A Crouch,APS
Abraham Crowley,APS
Frederick Crowley,APS
J Cudworth,APS
Mary Cudworth,APS
William Cudworth,APS
Lucy Darby,APS
Richard Day,APS
William Dent,APS
Barnard Dickinson,APS
Elizabeth G Dimsdale,APS
J Doubleday,APS
R Doubleday,APS
Joseph Eaton,APS
Thomas Emmott,APS
Mary Exton,APS
William Exton,APS
Abraham Fisher,APS
Rachel Fowler,APS
Thomas Fowler,APS
Alfred L Fox,APS
Francis E Fox,APS
Frederick H Fox,APS
J G Fox,APS
R Barclay Fox,APS
Philip Frith,APS
Frederick Fryer,APS
John Gayner,APS
Deborah Gibson,APS
E Gilkes,APS
Charles Gillett,APS
Jonathan Gillett,APS
Burwood Godlee,APS
Alexander Grace,APS
Anna Gurney,APS
Edmund Gurney,APS
Henry E Gurney,APS
John Gurney,APS
Samuel Gurney,APS
Daniel P Hack,APS
John Barton Hack,APS
Cornelius Hanbury,APS
Cornelius x Jun Hanbury,APS
Daniel Bell Hanbury,APS
Samuel Hare,APS
Charles L Harford,APS
John Harford,APS
Summers Harford,APS
William Hargreaves,APS
John Harlock,APS
Theodore Harris,APS
John Herschell,APS
Gray Hester,APS
M A Hewitson,APS
Henry Hipsley,APS
John Hodgkin,APS
J Holdsworth,APS
Richard Holdsworth,APS
G B Holmes,APS
S Horman-Fisher,APS
Robert Horne,APS
John Horniman,APS
Charles Horsnaill,APS
W C Horsnaill,APS
Sarah Hotham,APS
Luke Howard,APS
William Howitt,APS
Rachel Hubbert,APS
Joseph Hudson,APS
John Huntley,APS
Joseph Huntley,APS
Martha Hutchinson,APS
R Impey,APS
Edward James,APS
A Janson,APS
William Janson,APS
Andrew Johnston,APS
Andrew & Jun Johnston,APS
John Jowett,APS
W D King,APS
J H Knight,APS
T Knott,APS
Edward A Leatham,APS
Isabella Lister,APS
Wilson Lloyd,APS
Haggar Lowe,APS
Edmund Lucas,APS
Frederick Lucas,APS
Jeffrey Lucas,APS
Martha Lucas,APS
Samuel Lucas,APS
William Jun Lucas,APS
Harford Lury,APS
J E Lury,APS
W Mann,APS
Caroline Marriage,APS
Edward Marsh,APS
Thomas William Marsh,APS
Thomas Maw,APS
Edward C May,APS
Francis May,APS
John Mayfield,APS
Josiah Merrick,APS
John Morland,APS
George L Neighbour,APS
Josiah Newman,APS
William Norris,APS
Thomas Norton,APS
William Norton,APS
William Nutter,APS
J J Packer,APS
George Palmer,APS
Reuben C Payne,APS
Arthur Pease,APS
Edward Pease,APS
Gurney Pease,APS
Henry Fell Pease,APS
John Pease,APS
John B Pease,APS
Joseph Pease,APS
Joseph Whitwell Pease,APS
Susan Pease,APS
Thomas Pease,APS
Algernon Peckover,APS
William Peckover,APS
Robert H Penney,APS
Isaac Pitt,APS
Jacob Post,APS
Joseph T Price,APS
Lydia Prideaux,APS
Samuel Priestman,APS
John Pryor,APS
G R Pumphrey,APS
W P Read,APS
Isaac Reckitt,APS
Jonathan Rees,APS
Jane Reynolds,APS
G E Richardson,APS
John Rickman,APS
Josephina Rickman,APS
Matilda Rickman,APS
Priscilla Rickman,APS
R Rickman,APS
R P Rickman,APS
Isaac Robson,APS
J S Robson,APS
Joseph Rosling,APS
Samuel Rosling,APS
John Rowntree,APS
W Rowntree,APS
Sarah Rundell,APS
John F Rutter,APS
Samuel Rutter,APS
E Sayce,APS
Hannah Scarr,APS
F Seebohm,APS
John R Seekings,APS
James Sessions,APS
Lydia Sessions,APS
Robert Sessions,APS
Abraham Sewell,APS
E F Sewell,APS
Joseph Sewell,APS
Phillip Sewell,APS
Joseph Sharples,APS
John T Shewell,APS
Thomas Short,APS
W Dillwyn Sims,APS
W Skinner,APS
Bartholomew Smith,APS
George Smithson,APS
E P Southall,APS
Sarah Southall,APS
J M Sparkes,APS
H Squire,APS
John Stansfield,APS
Joseph Sterry,APS
Sarah Sterry,APS
J L Stevens,APS
Charles Sturge,APS
Edmund Sturge,APS
George Sturge,APS
H J Sturge,APS
Samuel Sturge,APS
Thomas M Sturge,APS
Walter Sturge,APS
Jemima Swan,APS
William Tanner,APS
W Tatum,APS
Edward Thomas,APS
George Thomas,APS
Samuel Thompson,APS
Fielden Thorpe,APS
E O Tindale,APS
Robert Tindall,APS
Joshua Treffry,APS
Nathaniel Tregellis,APS
Elizabeth Tuckett,APS
Francis Tuckett,APS
P Debell Tuckett,APS
D Tuke,APS
J H Tuke,APS
Samuel Tuke,APS
Ann Tweedy,APS
R Tweedy,APS
William Tweedy,APS
Richard Veale,APS
William Veale,APS
John Wadge,APS
F J Walker,APS
Marriage Wallis,APS
Charles B Warner,APS
Septimus Warner,APS
Lucy Westcombe,APS
Thomas Westcombe,APS
Benjamin Wheeler,APS
Frederick Wheeler,APS
Samuel Wheeler,APS
John Whiting,APS
John Wiblin,APS
Caleb Williams,APS
John E Wilson,APS
Joshua Wilson,APS
F Woodhead,APS
W Woolston,APS
Francis Wright,APS
S W Wright,APS
George Abbott,APS
E Abdy,APS
William Abdy,APS
S J Abington,APS
x Adams,APS
Charles Adlard,APS
James Adlard,APS
x Agar,APS
C A Albright,APS
E A Albright,APS
John Alcard,APS
J Alexander,APS
Elizabeth Allen,APS
F Allen,APS
J Allen,APS
John Allen,APS
