"id","family_name","first_names","id:1","society"
1033,Ioannides,A,27,Royal College of Physicians
1040,Izard,Frederick R,8,Royal Geographical Society
1042,Jackson,Henry (the father),2,Royal College of Surgeons
1042,Jackson,Henry (the father),151,Sheffield Literary and Philosophical Society
1043,Jackson,Henry (the son),11,Geological Society
1043,Jackson,Henry (the son),152,British Academy
1044,Jackson,Henry Willan,2,Royal College of Surgeons
1045,Jackson,Henry William (1),2,Royal College of Surgeons
1046,Jackson,J  Hughlings,27,Royal College of Physicians
1046,Jackson,J  Hughlings,6,Medical and Chirurgical Society of London
1051,James,George Alexander,8,Royal Geographical Society
1055,Jardine,William,21,Royal Society
1055,Jardine,William,16,Linnean Society of London
1058,Jeffery,Frederick John,142,Historic Society of Lancashire and Cheshire
1061,Jellicoe,Charles,153,Institute of Actuaries
1061,Jellicoe,Charles,8,Royal Geographical Society
1061,Jellicoe,Charles,35,Statistical Society
1063,Jennings,William,8,Royal Geographical Society
1064,Jenyns LATER Blomefield,Leonard,16,Linnean Society of London
1064,Jenyns LATER Blomefield,Leonard,11,Geological Society
1064,Jenyns LATER Blomefield,Leonard,154,Bath Royal Literary and Scientific Institution
1065,Jepson,William,2,Royal College of Surgeons
1067,Jessop,Henry Edward,2,Royal College of Surgeons
1068,Jessopp,Augustus,8,Royal Geographical Society
1070,Joad,George Curling,34,Zoological Society
1073,Johnson,Henry,34,Zoological Society
1080,Jones,C  Treasure,26,Royal Asiatic Society
1081,Jones,J  Pryce,8,Royal Geographical Society
1083,Jones,John,155,"Society of Archaeology, Namur, Brussels"
1083,Jones,John,11,Geological Society
1087,Jones,William Arthur,11,Geological Society
1087,Jones,William Arthur,7,Somersetshire Archaeological and Natural History Society
1089,Joy,Algernon,156,London Spiritualist Alliance
1089,Joy,Algernon,157,National Association of Spiritualists of London
1089,Joy,Algernon,158,British National Association of Spirtualists
1092,Jukes,J  Beete,21,Royal Society
1097,Kaup,x,11,Geological Society
1099,Kaye,J W  (2),15,Royal Society of Literature
1100,Keene,William,11,Geological Society
1108,Kernahan,James,15,Royal Society of Literature
1108,Kernahan,James,11,Geological Society
1109,Kesteven,W B,2,Royal College of Surgeons
1109,Kesteven,W B,13,Medico Psychological Association
1110,Khanikof,Nicolai de,12,Anthropological Society of Paris
1114,King,Edwin Holborow,3,Pathological Society of London
1117,King,Richard,61,"Ethnological Society, New York"
1117,King,Richard,160,"Ethnological Society, Paris"
1118,King,S W,11,Geological Society
1118,King,S W,9,Society of Antiquaries
1118,King,S W,8,Royal Geographical Society
1121,Kingsley,Charles,16,Linnean Society of London
1121,Kingsley,Charles,11,Geological Society
1122,Kinlay,W R H,96,Royal Society of Edinburgh
1128,Kisch,Samuel,142,Historic Society of Lancashire and Cheshire
1131,Knox,Robert,161,Imperial Academy of Medicine of France
1131,Knox,Robert,12,Anthropological Society of Paris
1131,Knox,Robert,96,Royal Society of Edinburgh
1131,Knox,Robert,33,Royal College of Surgeons Edinburgh
1141,Lade,George,2,Royal College of Surgeons
1143,Laing,Samuel,11,Geological Society
1144,Laing,Thomas Josiah,11,Geological Society
1145,Lampray,Thomas,8,Royal Geographical Society
1147,Lamprey,Jones,8,Royal Geographical Society
1148,Lancaster,John,11,Geological Society
1151,Lane,Vavasour Joseph,2,Royal College of Surgeons
1152,Lane Fox later Pitt Rivers,Augustus Henry,9,Society of Antiquaries
1152,Lane Fox later Pitt Rivers,Augustus Henry,11,Geological Society
1152,Lane Fox later Pitt Rivers,Augustus Henry,8,Royal Geographical Society
1152,Lane Fox later Pitt Rivers,Augustus Henry,21,Royal Society
1152,Lane Fox later Pitt Rivers,Augustus Henry,12,Anthropological Society of Paris
1152,Lane Fox later Pitt Rivers,Augustus Henry,162,Societa Italiana di Antropologia e di Etnologia
1152,Lane Fox later Pitt Rivers,Augustus Henry,46,Anthropological Society of Washington
1153,Lang,Andrew,65,Folklore Society
1153,Lang,Andrew,50,Society for Psychical Research
1153,Lang,Andrew,152,British Academy
1160,Latham,Robert Gordon,21,Royal Society
1160,Latham,Robert Gordon,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
1162,Laurence,John Zachariah,2,Royal College of Surgeons
1164,Law,Joseph,163,Sheffield Medical Society
1165,Lawford,Edward,9,Society of Antiquaries
1166,Lawrence,Edward (1),8,Royal Geographical Society
1169,Lawrence,William,21,Royal Society
1169,Lawrence,William,2,Royal College of Surgeons
1177,Lee,Frederick George,9,Society of Antiquaries
1179,Lee (2),John,21,Royal Society
1179,Lee (2),John,26,Royal Asiatic Society
1179,Lee (2),John,16,Linnean Society of London
1179,Lee (2),John,11,Geological Society
1179,Lee (2),John,9,Society of Antiquaries
1179,Lee (2),John,8,Royal Geographical Society
1180,Lee,John Edward,9,Society of Antiquaries
1180,Lee,John Edward,164,Caerleon Antiquarian Association
1181,Lee,Richard,2,Royal College of Surgeons
1188,Leguay,Louis,165,Societe Parisienne d'Archeologie et d'Histoire
1190,Leighton,Henry,34,Zoological Society
1193,Lennox,Arthur Charles Wriothesley,11,Geological Society
1197,Levy,W  Hanks,166,Association for Promoting the General Welfare of the Blind
1197,Levy,W  Hanks,8,Royal Geographical Society
1200,Lewis,Charles Francis,27,Royal College of Physicians
1200,Lewis,Charles Francis,167,Obstetrical Society of London
1200,Lewis,Charles Francis,2,Royal College of Surgeons
1206,Lister,John,11,Geological Society
1206,Lister,John,168,Palaeontographical Society
1206,Lister,John,169,Yorkshire Geological and Polytechnic Society
1206,Lister,John,34,Zoological Society
1206,Lister,John,170,Halifax Literary and Philosophical Society
1207,Lister,Joseph,21,Royal Society
1209,Littey,F T,2,Royal College of Surgeons
1211,Liveing,Robert,171,Royal Botanic Society of London
1214,Lloyd,Edmund,2,Royal College of Surgeons
1217,Lobley,James L,11,Geological Society
1217,Lobley,James L,120,Geologist's Association
1218,Lockhart,William,8,Royal Geographical Society
1218,Lockhart,William,2,Royal College of Surgeons
1219,Lockyer,Joseph Norman,60,Royal Astronomical Society
1219,Lockyer,Joseph Norman,129,Royal Institution
1221,Logan,J R,11,Geological Society
1222,Londesborough,x,21,Royal Society
1225,Longman,William,11,Geological Society
1225,Longman,William,15,Royal Society of Literature
1225,Longman,William,8,Royal Geographical Society
1232,Lower,Mark Anthony,9,Society of Antiquaries
1232,Lower,Mark Anthony,172,Sussex Archaeological Society
1235,Lubbock,John,21,Royal Society
1235,Lubbock,John,9,Society of Antiquaries
1235,Lubbock,John,11,Geological Society
1235,Lubbock,John,16,Linnean Society of London
1235,Lubbock,John,12,Anthropological Society of Paris
1235,Lubbock,John,44,Anthropological Society of Berlin
1235,Lubbock,John,38,Marine Biological Association of the United Kingdom
1237,Lucas,Thomas,173,Field Naturalists Club of Victoria
1237,Lucas,Thomas,34,Zoological Society
1237,Lucas,Thomas,16,Linnean Society of London
1237,Lucas,Thomas,21,Royal Society
1237,Lucas,Thomas,2,Royal College of Surgeons
1237,Lucas,Thomas,174,British Medical Association
1237,Lucas,Thomas,175,Linnean Society of New South Wales
1238,Lucy,William Charles,11,Geological Society
1238,Lucy,William Charles,47,Bristol and Gloucester Archaeological Society
1240,Lukis,William Collings,9,Society of Antiquaries
1241,Lund,Edward,2,Royal College of Surgeons
1241,Lund,Edward,176,Manchester Medical Society
1243,Luxmoore,Coryndon H,9,Society of Antiquaries
1245,Lyell,Charles,21,Royal Society
1245,Lyell,Charles,11,Geological Society
1245,Lyell,Charles,55,British Association
1246,Lyle,Henry Bowden,2,Royal College of Surgeons
1249,Macdonald,D G F,15,Royal Society of Literature
1249,Macdonald,D G F,8,Royal Geographical Society
1250,MacDonald,William,16,Linnean Society of London
1250,MacDonald,William,11,Geological Society
1250,MacDonald,William,96,Royal Society of Edinburgh
1255,Mackenzie,Kenneth Robert Henderson,9,Society of Antiquaries
1255,Mackenzie,Kenneth Robert Henderson,26,Royal Asiatic Society
1256,Mackie,Samuel Joseph,9,Society of Antiquaries
1256,Mackie,Samuel Joseph,11,Geological Society
1257,Mackinder,Draper,167,Obstetrical Society of London
1257,Mackinder,Draper,2,Royal College of Surgeons
1257,Mackinder,Draper,6,Medical and Chirurgical Society of London
1260,Mackintosh,Daniel,11,Geological Society
1261,Mackintosh,David,11,Geological Society
1265,Maclean,Samuel,177,Royal College of Surgeons Ireland
1265,Maclean,Samuel,6,Medical and Chirurgical Society of London
1266,Macleay,George,16,Linnean Society of London
1271,Malcolm,Charles,8,Royal Geographical Society
1272,Malcolm,William Elphinstone,8,Royal Geographical Society
1276,Mann,Robert James,2,Royal College of Surgeons
1279,Markham,Clements Robert,8,Royal Geographical Society
1292,Martin,H  Victor,2,Royal College of Surgeons
1292,Martin,H  Victor,167,Obstetrical Society of London
1293,Martin,J  Ranald,21,Royal Society
1293,Martin,J  Ranald,2,Royal College of Surgeons
1295,Martin,John (2),16,Linnean Society of London
1295,Martin,John (2),11,Geological Society
1295,Martin,John (2),178,Association Scientifique de Paris
1296,Martin,Richard Biddulph,8,Royal Geographical Society
1296,Martin,Richard Biddulph,179,Royal Statistical Society
1296,Martin,Richard Biddulph,180,Childhood Society
1296,Martin,Richard Biddulph,181,Child Study Society
1298,Martin-Magron,x,12,Anthropological Society of Paris
1299,Martindale,Nicholas,182,Liverpool District Provident Society
1310,Maury,Alfred,98,Institute of France
1311,Maw,George,9,Society of Antiquaries
1318,Mayer,Joseph,9,Society of Antiquaries
1318,Mayer,Joseph,142,Historic Society of Lancashire and Cheshire
1323,McArthur,Alexander,8,Royal Geographical Society
1326,McClelland,James,183,Glasgow Sunday Educational Association
1326,McClelland,James,184,Glasgow Secular School Society
1329,McCraith,James,2,Royal College of Surgeons
1331,McDonnell,John,185,Cork Scientific and Literary Society
1335,McLeod,Walter,8,Royal Geographical Society
1336,McNair,John Frederick,16,Linnean Society of London
1338,Meadows,Barr,27,Royal College of Physicians
1338,Meadows,Barr,186,National Institution for Diseases of the Skin Edinburgh
1338,Meadows,Barr,2,Royal College of Surgeons
1340,Medd,John,2,Royal College of Surgeons
1343,Meigs,James Aitken,12,Anthropological Society of Paris
1343,Meigs,James Aitken,102,Academy of Natural Sciences Philadelphia
1344,Mello,John Magens,11,Geological Society
1345,Menzies,Robert,2,Royal College of Surgeons
1350,Meryon,Edward,187,Royal Medical and Chirurgical Society
1353,Michie,Alexander,8,Royal Geographical Society
1355,Middleton,John M  (or H ),27,Royal College of Physicians
1355,Middleton,John M  (or H ),2,Royal College of Surgeons
1358,Miles,William Augustus,35,Statistical Society
1358,Miles,William Augustus,188,"Museum d'Histoire Naturel, Paris"
1362,Milligan,Joseph,11,Geological Society
1362,Milligan,Joseph,34,Zoological Society
1362,Milligan,Joseph,16,Linnean Society of London
1362,Milligan,Joseph,189,Royal Academy of Sciences
1362,Milligan,Joseph,190,Royal Society of Tasmania
1368,Milne-Edwards,Henri,21,Royal Society
1368,Milne-Edwards,Henri,98,Institute of France
1368,Milne-Edwards,Henri,11,Geological Society
1369,Milner,W R,2,Royal College of Surgeons
1370,Milton,x,8,Royal Geographical Society
1372,Miraglia,B G,191,Phrenopathic Society of Aversa
1377,Mitchell,Arthur,17,Society of Antiquaries of Scotland
1377,Mitchell,Arthur,193,Scottish History Society
1377,Mitchell,Arthur,194,Royal Scottish Academy
1380,Mitchell,William Stephen,11,Geological Society
1381,Mitra,Rajendralala,26,Royal Asiatic Society
1382,Mivart,St George J,16,Linnean Society of London
1382,Mivart,St George J,34,Zoological Society
1382,Mivart,St George J,129,Royal Institution
1382,Mivart,St George J,21,Royal Society
1384,Moger,Robert G,2,Royal College of Surgeons
1385,Moggridge,Matthew,11,Geological Society
1385,Moggridge,Matthew,75,Botanical Society of London
1385,Moggridge,Matthew,120,Geologist's Association
1390,Monk,William,9,Society of Antiquaries
1390,Monk,William,26,Royal Asiatic Society
1393,Montgomerie,Frederick Butler,8,Royal Geographical Society
1397,Moon,x,11,Geological Society
1398,Moore,George,64,British Archaeological Association
1398,Moore,George,41,Historical Institute
1400,Moore,J  Daniel,16,Linnean Society of London
1407,Mootoosaumy,Modeliar P S,2,Royal College of Surgeons
1411,Morgan,William Henry,2,Royal College of Surgeons
1414,Morison,James Cotter,15,Royal Society of Literature
1415,Morlot,Charles Adolphe,11,Geological Society
1416,Morris,David,9,Society of Antiquaries
1421,Morris,J P,12,Anthropological Society of Paris
1424,Morrison,James Holmes,174,British Medical Association
1426,Morrison,Walter,195,Palestine Exploration Fund
1427,Morshead,Edward John,196,"Victoria Institute, or Philosophical Institute of Great Britain"
1438,Moxon,Walter,6,Medical and Chirurgical Society of London
1439,Muir,J,26,Royal Asiatic Society
1443,Muller,Friedrich Max,198,Pali Text Society
1447,Munton,Francis Kerridge,8,Royal Geographical Society
1448,Murchison,Roderick Impey,21,Royal Society
1448,Murchison,Roderick Impey,8,Royal Geographical Society
1448,Murchison,Roderick Impey,16,Linnean Society of London
1448,Murchison,Roderick Impey,55,British Association
1448,Murchison,Roderick Impey,56,Royal Irish Academy
1451,Murray,J C,27,Royal College of Physicians
1451,Murray,J C,174,British Medical Association
1458,Naoroji,Dadabhai,148,Literary and Philosophical Society of Liverpool
1459,Napier,Charles Ottley Groom,11,Geological Society
1459,Napier,Charles Ottley Groom,16,Linnean Society of London
1460,Napier,William,8,Royal Geographical Society
1462,Napier,William Donald,2,Royal College of Surgeons
1463,Nash,D W,9,Society of Antiquaries
1464,Nash,Davyd William,15,Royal Society of Literature
1467,Nasmyth,Alexander,187,Royal Medical and Chirurgical Society
1467,Nasmyth,Alexander,2,Royal College of Surgeons
1471,Neison,Francis G P,16,Linnean Society of London
1475,Newall,Robert Stirling (1),21,Royal Society
1478,Newmarch,William,16,Linnean Society of London
1479,Newnham,P H,130,Royal Meteorological Society
1479,Newnham,P H,50,Society for Psychical Research
1482,Newton,Robert S,199,Eclectic Medical Society of New York
1483,Nicholas,Thomas,11,Geological Society
1487,Nicholson,Charles,15,Royal Society of Literature
1487,Nicholson,Charles,8,Royal Geographical Society
1487,Nicholson,Charles,26,Royal Asiatic Society
1487,Nicholson,Charles,50,Society for Psychical Research
1487,Nicholson,Charles,111,Royal Colonial Institute
1487,Nicholson,Charles,200,Royal Society of Arts
1498,Noel,Roden,50,Society for Psychical Research
1499,Noldwritt,John Spencer,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
1501,Norsworthy,Henry,34,Zoological Society
1501,Norsworthy,Henry,75,Botanical Society of London
1503,North,Samuel William,2,Royal College of Surgeons
1503,North,Samuel William,201,York Philosphical Society
1504,Nott,Josiah Clark,12,Anthropological Society of Paris
1505,Nottingham,John,2,Royal College of Surgeons
1505,Nottingham,John,27,Royal College of Physicians
1505,Nottingham,John,202,Society of Emulation of Paris
1505,Nottingham,John,203,Royal Medical Society of Berlin
1505,Nottingham,John,204,Academy of Medicine and Surgery of Madrid and Barcelona
1505,Nottingham,John,205,Academy of Natural Sciences of Spain
1505,Nottingham,John,67,Royal Society of Northern Antiquities Copenhagen
1506,Nunn,Richard Maddock,2,Royal College of Surgeons
1509,O'Callaghan,P,9,Society of Antiquaries
1510,O'Connor,Luke Smyth,8,Royal Geographical Society
1512,O'Riley,Edward,8,Royal Geographical Society
1514,Ogilby,William,34,Zoological Society
1515,Ogston,G H,23,Chemical Society
1519,Oliver,Samuel Pasfield,8,Royal Geographical Society
1519,Oliver,Samuel Pasfield,9,Society of Antiquaries
1522,Ormathwaite,John Benn,8,Royal Geographical Society
1525,Osborne,John William Willoughby,11,Geological Society
1526,Otto,Charles,29,Phrenological Association
1527,Ouvry,Frederick,9,Society of Antiquaries
1529,Owen,H  Burnard,15,Royal Society of Literature
1529,Owen,H  Burnard,8,Royal Geographical Society
1531,Owen,Richard,2,Royal College of Surgeons
1531,Owen,Richard,21,Royal Society
1531,Owen,Richard,206,British Museum
1531,Owen,Richard,16,Linnean Society of London
1531,Owen,Richard,7,Somersetshire Archaeological and Natural History Society
1531,Owen,Richard,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
1532,Owen,Robert Brisco,16,Linnean Society of London
1533,Owen,Samuel R J,16,Linnean Society of London
1533,Owen,Samuel R J,149,Royal Microscopical Society
1535,Packman,J D V,16,Linnean Society of London
1538,Paine,Henry James,2,Royal College of Surgeons
1539,Paley,William,27,Royal College of Physicians
1539,Paley,William,6,Medical and Chirurgical Society of London
1542,Palmer,Silas,9,Society of Antiquaries
1542,Palmer,Silas,64,British Archaeological Association
1543,Paris,Louis Philippe d'Orleans,8,Royal Geographical Society
1555,Partridge,Theodore D'Orville,2,Royal College of Surgeons
1555,Partridge,Theodore D'Orville,207,Royal College of Physicians Edinburgh
1558,Paterson,George K H,207,Royal College of Physicians Edinburgh
1559,Paterson,Robert,208,Botanical Society of Edinburgh
1559,Paterson,Robert,209,Wernerian Natural History Society
1561,Paul,B H,23,Chemical Society
1563,Peacock,Edward,9,Society of Antiquaries
1564,Peacock,Thomas Bevill,27,Royal College of Physicians
1564,Peacock,Thomas Bevill,6,Medical and Chirurgical Society of London
1566,Pearce,Charles Thomas,2,Royal College of Surgeons
1567,Pearse,Frederick Edward,207,Royal College of Physicians Edinburgh
1567,Pearse,Frederick Edward,2,Royal College of Surgeons
1573,Peel,Robert,2,Royal College of Surgeons
1579,Perkins,William,8,Royal Geographical Society
1580,Perrin,James,210,Natal Agricultural and Horticultural Society
1580,Perrin,James,211,Pietermaritzburg Horticultural Society
1580,Perrin,James,212,Natal Society
1581,Perrin,John Beswick,2,Royal College of Surgeons
1581,Perrin,John Beswick,6,Medical and Chirurgical Society of London
1584,Perry,George Michael,2,Royal College of Surgeons
1586,Perry,S G F,213,Leeds Philosophical and Literary Society
1590,Petrie,George,17,Society of Antiquaries of Scotland
1594,Phillips,Barnet,214,American Jewish Historical Society
1595,Phillips,Benjamin,21,Royal Society
1600,Pictet,Francois Jules,11,Geological Society
1602,Piesse,George William Septimus,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
1604,Pim,Bedford,8,Royal Geographical Society
1605,Pinchis,Thomas Ryan,21,Royal Society
1607,Pinkerton,W,9,Society of Antiquaries
1609,Plant,John,11,Geological Society
1617,Pope,George H,50,Society for Psychical Research
1621,Postans,T,26,Royal Asiatic Society
1621,Postans,T,8,Royal Geographical Society
1628,Prestwich,Joseph,21,Royal Society
1628,Prestwich,Joseph,215,Zetetical Society
1628,Prestwich,Joseph,11,Geological Society
1631,Price,Frederick George Hilton,9,Society of Antiquaries
1631,Price,Frederick George Hilton,8,Royal Geographical Society
1631,Price,Frederick George Hilton,216,London Topographical Society
1631,Price,Frederick George Hilton,11,Geological Society
1631,Price,Frederick George Hilton,120,Geologist's Association
1631,Price,Frederick George Hilton,34,Zoological Society
1631,Price,Frederick George Hilton,217,Royal Numismatic Society
1634,Prichard,James Cowles,98,Institute of France
1634,Prichard,James Cowles,21,Royal Society
1635,Prichard,Thomas,27,Royal College of Physicians
1642,Pritchard,William T,8,Royal Geographical Society
1643,Proctor,James C,2,Royal College of Surgeons
1647,Puller,Arthur Giles,9,Society of Antiquaries
1651,Purdon,H S,218,New York Dermatological Society
1652,Quaritch,Bernard,34,Zoological Society
1658,Rae,James,8,Royal Geographical Society
1658,Rae,James,23,Chemical Society
1662,Ramsay,"A , jun",11,Geological Society
1667,Ramsay,William Francis,27,Royal College of Physicians
1668,Ramskill,Jabez Spence,27,Royal College of Physicians
1671,Ransom,Edwin,8,Royal Geographical Society
1671,Ransom,Edwin,26,Royal Asiatic Society
1671,Ransom,Edwin,105,Royal Agricultural Society
1673,Ratcliff,Charles,15,Royal Society of Literature
1673,Ratcliff,Charles,8,Royal Geographical Society
1673,Ratcliff,Charles,16,Linnean Society of London
1673,Ratcliff,Charles,9,Society of Antiquaries
1673,Ratcliff,Charles,11,Geological Society
1673,Ratcliff,Charles,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
1674,Rawlinson,Henry,21,Royal Society
1679,Reade,William Winwood,8,Royal Geographical Society
1679,Reade,William Winwood,219,Geographical Society of Paris
1684,Reid,Lestock Robert,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
1685,Renan,Ernest,12,Anthropological Society of Paris
1685,Renan,Ernest,98,Institute of France
1686,Renshaw,Charles Jeremiah,176,Manchester Medical Society
1686,Renshaw,Charles Jeremiah,174,British Medical Association
1691,Riccard,Edward Jackson,2,Royal College of Surgeons
1696,Richardson,James Coxon,11,Geological Society
1697,Rickard,Francis Ignatio,11,Geological Society
1697,Rickard,Francis Ignatio,23,Chemical Society
1704,"Ripon, De Grey and",x,21,Royal Society
1708,Rivett-Carnac,John Henry,9,Society of Antiquaries
1708,Rivett-Carnac,John Henry,11,Geological Society
1708,Rivett-Carnac,John Henry,26,Royal Asiatic Society
1710,Robert des Ruffieres,Charles,11,Geological Society
1710,Robert des Ruffieres,Charles,15,Royal Society of Literature
1710,Robert des Ruffieres,Charles,2,Royal College of Surgeons
1712,Roberts,George E,11,Geological Society
1712,Roberts,George E,12,Anthropological Society of Paris
1712,Roberts,George E,220,"Worcestershire, Severn Valley, Warwickshire and Naturalists' Field Club"
1712,Roberts,George E,221,Worcestershire Archaeological Society
1715,Robertson (2),Alexander,13,Medico Psychological Association
1718,Robertson,Daniel Brooke,8,Royal Geographical Society
1720,Robins,Thomas Valentine,8,Royal Geographical Society
1721,Robinson,Edward,101,American Ethnological Society
1726,Robinson,William,12,Anthropological Society of Paris
1727,Roch,Sampson,2,Royal College of Surgeons
1728,Rock,"James, jun",14,"Society for the Encouragement of Arts, Manufactures and Commerce"
1730,Rogers,Alfred S,222,Manx Society
1735,Rolleston,George,21,Royal Society
1735,Rolleston,George,27,Royal College of Physicians
1739,Ronay,Hyacinthe,223,Academie Hongroise de Pest
1740,Rooke,Charles,11,Geological Society
1741,Rose,James Anderson,15,Royal Society of Literature
1742,Rosehill,x,9,Society of Antiquaries
1745,Ross,John George Clunies,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
1749,Routh,E J,11,Geological Society
1751,Row,William Bridges,153,Institute of Actuaries
1758,Rudler,Frederick William,11,Geological Society
1758,Rudler,Frederick William,12,Anthropological Society of Paris
1758,Rudler,Frederick William,55,British Association
1759,Ruge,Sophus,224,Dresden Geographical Society
1760,Rugg,H  Hodgson,2,Royal College of Surgeons
1760,Rugg,H  Hodgson,225,National Vaccine Establishment
1769,Ryan,Edward,60,Royal Astronomical Society
1769,Ryan,Edward,8,Royal Geographical Society
1769,Ryan,Edward,21,Royal Society
1770,Ryan,John,2,Royal College of Surgeons
1774,Salmon,William,11,Geological Society
1774,Salmon,William,226,Horticultural Society of Ulverstone
1775,Salomons,David,15,Royal Society of Literature
1776,Salting,William Severin,8,Royal Geographical Society
1776,Salting,William Severin,34,Zoological Society
1778,Sanders,Alfred,16,Linnean Society of London
1778,Sanders,Alfred,2,Royal College of Surgeons
1778,Sanders,Alfred,34,Zoological Society
1778,Sanders,Alfred,149,Royal Microscopical Society
1781,Sanderson,W  Walbank,36,Royal Historical Society
1785,Saull,William Devonshire,11,Geological Society
1785,Saull,William Devonshire,60,Royal Astronomical Society
1785,Saull,William Devonshire,9,Society of Antiquaries
1785,Saull,William Devonshire,22,Phrenological Society
1801,Schoolcraft,Henry R,227,Michigan Historical Society
1801,Schoolcraft,Henry R,228,Algic Society
1801,Schoolcraft,Henry R,101,American Ethnological Society
1810,Scott,John (2),27,Royal College of Physicians
1814,Scott,Wentworth Lascelles,23,Chemical Society
1814,Scott,Wentworth Lascelles,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
1815,Scouler,John,16,Linnean Society of London
1816,Seaman,J  Eglinton,8,Royal Geographical Society
1817,Seemann,Berthold,16,Linnean Society of London
1817,Seemann,Berthold,8,Royal Geographical Society
1819,Selwyn,E J,86,Philological Society
1825,Sexton,George,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
1827,Seymour,Henry Danby,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
1828,Sharp,Peter,8,Royal Geographical Society
1829,Sharp,Samuel,9,Society of Antiquaries
1829,Sharp,Samuel,11,Geological Society
1830,Sharp,W,21,Royal Society
1830,Sharp,W,6,Medical and Chirurgical Society of London
1831,Sharpe,W J,8,Royal Geographical Society
1835,Shaw,Frederick George,230,"Veterinary College, London"
1836,Shaw,Norton,8,Royal Geographical Society
1842,Sherwood,William Henry,27,Royal College of Physicians
1844,Shillinglaw,John Joseph,8,Royal Geographical Society
1845,Shipp,William,168,Palaeontographical Society
1846,Shortt,John,27,Royal College of Physicians
1846,Shortt,John,2,Royal College of Surgeons
1850,Shuttleworth,James Kay,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
1853,Silva-Ferro,Ramon de,11,Geological Society
1853,Silva-Ferro,Ramon de,8,Royal Geographical Society
1856,Simonson,S F,2,Royal College of Surgeons
1858,Simpson,H V,27,Royal College of Physicians
1858,Simpson,H V,2,Royal College of Surgeons
1859,Simpson,James,123,Cumberland and Westmorland Antiquarian and Archaeological Society
1861,Sims,J  Marrion,6,Medical and Chirurgical Society of London
1863,Sisson,R S,231,New Sydenham Society
1866,Skene,James Henry,26,Royal Asiatic Society
1867,Skues,Frederick Mackenzie,34,Zoological Society
1870,Smart,Bath Charles,2,Royal College of Surgeons
1873,Smith,Andrew,21,Royal Society
1875,Smith,Edward Osborne,8,Royal Geographical Society
1875,Smith,Edward Osborne,35,Statistical Society
1875,Smith,Edward Osborne,153,Institute of Actuaries
1884,Smith,Protheroe,27,Royal College of Physicians
1886,Smith,Thomas,27,Royal College of Physicians
1888,Smith,Thomas James,11,Geological Society
1888,Smith,Thomas James,23,Chemical Society
1892,Smith,Worthington George,16,Linnean Society of London
1892,Smith,Worthington George,9,Society of Antiquaries
1892,Smith,Worthington George,232,Cambrian Archaeological Association
1892,Smith,Worthington George,233,British Mycological Society
1896,Smyth,John E,27,Royal College of Physicians
1896,Smyth,John E,2,Royal College of Surgeons
1899,Snaith,Frederick,234,Camden Society
1902,Solly,Samuel,21,Royal Society
1902,Solly,Samuel,6,Medical and Chirurgical Society of London
1902,Solly,Samuel,2,Royal College of Surgeons
1903,Solly,Samuel Reynolds,21,Royal Society
1903,Solly,Samuel Reynolds,9,Society of Antiquaries
1903,Solly,Samuel Reynolds,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
1905,Southby,Philip,11,Geological Society
1905,Southby,Philip,34,Zoological Society
1909,Spark,Henry King,235,North of England Institute of Mining and Mechanical Engineers
1909,Spark,Henry King,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
1914,Spence,William,21,Royal Society
1916,Spencer,William Henry,11,Geological Society
1918,Spooner,Edward,39,Royal Horticultural Society of London
1918,Spooner,Edward,26,Royal Asiatic Society
1919,Spottiswoode,William,21,Royal Society
1919,Spottiswoode,William,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
1920,Sprague,T B,153,Institute of Actuaries
1920,Sprague,T B,96,Royal Society of Edinburgh
1920,Sprague,T B,236,Edinburgh Mathematical Society
1922,Spry,Francis R,11,Geological Society
1922,Spry,Francis R,8,Royal Geographical Society
1923,Spurrell,Flaxman,207,Royal College of Physicians Edinburgh
1923,Spurrell,Flaxman,144,Kent Archaeological Society
1923,Spurrell,Flaxman,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
1924,Squier,Ephraim George,101,American Ethnological Society
1924,Squier,Ephraim George,139,Smithsonian Institution
1926,St Clair,George,11,Geological Society
1926,St Clair,George,237,Society for Biblical Archaeology
1926,St Clair,George,238,Society of Authors
1931,St John,Spencer,8,Royal Geographical Society
1936,Stanbridge,William Edward,239,Philosophical Institute of Victoria
1943,Steenstrup,Japetus,11,Geological Society
1946,Stenning,Charles,51,"Royal Society for the Encouragement of Arts, Manufactures and Commerce"
1947,Stepney,William Frederick Cowell,12,Anthropological Society of Paris
1947,Stepney,William Frederick Cowell,11,Geological Society
