"Name","id"
x Gribble,833
H G Gridley,834
Frederick Griffin,835
Lepel Griffin,836
John Griffith,837
Richard Trygarn Griffith,838
Francis Griffiths,839
J C Griffiths,840
Richard Clewin Griffiths,841
James Oliff Griffits,842
John Grover,845
Charles Groves,846
Joseph Tatton Russell Groves,847
Augustus Guest,848
William Vernon Guise,849
John Gunn,850
Henry Francis Jeune Guppy,851
Samuel Guppy,852
John Henry Gurney,853
Alexander Guthrie,855
James Guthrie,856
Johann Franz ('Julius') Haast,857
Johann Georg Hahn,858
William Hall,861
Henry Hallam,862
Ernst Hallier,863
Alexander C Hamilton,864
Archibald Hamilton,865
Rowland Hamilton,867
C D Hammond,868
William Alexander Hammond,869
Henry Fletcher Hance,870
H J B Hancock,871
James Ronaldson Handyside,872
Richard Davis Hanson,874
Edward B Harbour,875
Clarence Harcourt,876
Charles Harding,878
William Harding,879
William Hardman,880
Charles J Harland,881
Henry Harland,882
C E Harle,883
Thomas Harlin,884
J A W Harper,885
Samuel Harraden,886
F W Harrer,887
Arthur B Harris,888
James Penn Harris,890
William Cornwallis Harris,892
Charles (1) Harrison,893
William G S Harrison,894
William Henry Harrison,895
Alfred Edmund Harriss,896
Ernest Abraham Hart,897
John Harvey,898
John E Harvey,899
Frederick Augustus Haserick,900
James Hastie,901
John Hastings,902
Richard Haughton,903
Samuel Foster Haven,904
George Hawkins,905
Walter Hawkins,907
John Hay,908
W E Hay,909
Ferdinand Vandeveer Hayden,910
Thomas Hayle,912
R W Haynes,913
William Stephens Hayward,914
Edward Charles Healey,916
Dunbar Isidore Heath,917
G J D Heath,918
John Heaton,919
Alexander Hector,920
Peter Christian Heldman,922
W G Helsby,923
Alexander Henderson,924
David Mitchell Henderson,925
P Henderson,926
Robert Henderson,927
Alfred Gutteres Henriques,928
Joseph Henry,929
M H Henry,930
James Hepburn,931
Robert Hepburn,932
John Mason Hepworth,933
Henry A Hertz,934
Maximilian Herz,935
Matthew Heslop,936
T P Heslop,937
B Hewitt,938
Jonas B Hewitt,939
Alfred Hewlett,940
James Heywood,941
James Higgin,942
Alfred Higgins,943
x Hildebrand,945
Arthur Hill,946
Dallas Hill,947
George Hill,948
L  Doake Hill,949
R  Harvey Hilliard,951
J Hillier,952
x Hincks,953
Benjamin Hinde,955
Frederick Hindmarsh,956
George T Hine,957
August Hirsch,958
Wilhelm His,959
x Hitchman,960
W Hitchman,961
W G E Hobbs,963
F H Hobler,964
von Hochstetter,965
Thomas Hodge,966
Thomas (1) Hodgkin,967
Brian Houghton Hodgson,968
Kirkman Daniel Hodgson,969
"x Hoeven, Van der",970
Carl Alphonse Hoffman,971
J W Holgate,973
Jennings Holgate,974
James Holland,975
Robert Hollond,976
x Holmberg,977
H N Holme,978
William Holmes,979
H  le Hon,980
T H Hood,981
Joseph Hooker,982
Frederick William Hope,984
James Hope,985
John Baker Hopkins,986
W J S Horton,987
John Camden Hotten,988
Henry Hotze,989
x Houghton,990
Alfred Robert Houghton,991
Edward Price Houghton,992
Frederick Hovenden,994
Alfred How,995
C F Howard,996
W T Howard,997
H W Howarth,998
Oswald Bloomfield Howell,999
Henry Hoyle Howorth,1000
Charles William Hoyland,1001
F Hudson,1003
Henry Hudson,1004
Robinson Hudson,1005
Richard Hughes,1006
T A Hughes,1007
Thomas McKenny Hughes,1008
Hamilton J Hulcee,1009
Thomas Humble,1010
"Alexander Humboldt, Von",1011
Augustus H Hunt,1012
George S  Lennon Hunt,1013
James Hunt,1014
John (1) Hunt,1015
John (2) Hunt,1016
William Wilson Hunter,1017
Frank J Husband,1018
H A Husband,1019
G A Hutchinson,1020
Jonathan Hutchinson,1021
Thomas Henry Huxley,1024
Josef Hyrtl,1025
Walter Hyslop,1026
William Imrie,1027
Joseph Ince,1028
Robert Ingham,1029
John Inglis,1030
Robert M Inman,1031
A Ioannides,1033
Arthur Constantine Ionides,1034
J  Clayfield Ireland,1036
Alexander Isbester,1037
x Isenburg,1038
George James Ivey,1039
Frederick R Izard,1040
Henry (the father) Jackson,1042
Henry (the son) Jackson,1043
Henry Willan Jackson,1044
Henry William (1) Jackson,1045
J  Hughlings Jackson,1046
J W Jackson,1047
Le Grand Jacob,1049
x Jagor,1050
George Alexander James,1051
Horatio Gay James,1052
F H Janson,1054
William Jardine,1055
John Jarratt,1056
John Moore Jeffcott,1057
Frederick John Jeffery,1058
William S Jeffery,1059
Edmund Jeffries,1060
Charles Jellicoe,1061
Newton Edward Jennings,1062
William Jennings,1063
Leonard Jenyns LATER Blomefield,1064
William Jepson,1065
C Jervise,1066
Henry Edward Jessop,1067
Augustus Jessopp,1068
George Curling Joad,1070
Arthur Johnson,1072
Henry Johnson,1073
Henry James Johnson,1074
Henry Moreton Johnson,1075
Richard Johnson,1076
J C  Hope Johnstone,1077
x Johore,1078
C  Treasure Jones,1080
J  Pryce Jones,1081
James Jones,1082
John Jones,1083
Robert Jones,1084
W T Jones,1085
William Jones,1086
William Arthur Jones,1087
William Jordan,1088
Algernon Joy,1089
Ernst Juch,1090
Francisco Delgado Jugo,1091
J  Beete Jukes,1092
J Kaines,1093
x Kalmus,1095
G Kasimates,1096
x Kaup,1097
J W  (1) Kaye,1098
J W  (2) Kaye,1099
William Keene,1100
Walter K Kelly,1101
William Kelly,1102
William Henry Kemm,1103
T M Kendall,1104
James (1) Kennedy,1105
Richard Hartley Kennedy,1106
Claude Buchanan Ker,1107
James Kernahan,1108
W B Kesteven,1109
Nicolai de Khanikof,1110
Joshua Edward Killick,1111
William Kincaid,1112
David King,1113
Edwin Holborow King,1114
Joseph Charles King,1115
Richard King,1117
S W King,1118
William King,1119
Phillip Kingsford,1120
Charles Kingsley,1121
W R H Kinlay,1122
David Kinloch,1123
Robert Reid Kirkwood,1125
Andrew Valentine Kirwan,1126
Richard Kirwan,1127
Samuel Kisch,1128
J L Knapp,1129
William Knight,1130
Robert Knox,1131
de Koninck,1134
Isidor Kopernicki,1135
x Koren,1136
Samuel Harley Kough,1137
Alfred von Kremer,1138
William White La Barte,1139
George Lade,1141
Samuel Laing,1143
Thomas Josiah Laing,1144
Thomas Lampray,1145
Jones Lamprey,1147
John Lancaster,1148
T A  Augustus Land,1149
Edwin Lander,1150
Vavasour Joseph Lane,1151
Augustus Henry Lane Fox later Pitt Rivers,1152
Andrew Lang,1153
Samuel Lang,1154
William Lang,1155
J Langlands,1156
R Langlands,1157
J R Langley,1158
Edouard Lartet,1159
Robert Gordon Latham,1160
William Latta,1161
John Zachariah Laurence,1162
Thomas Laurie,1163
Joseph Law,1164
Edward Lawford,1165
Edward (1) Lawrence,1166
Frederick Lawrence,1167
John Lawrence,1168
